id,candidate_knowledge_point,local_media,contact_sheet,review_status,recommended_action,suggested_start_sec,suggested_end_sec,review_notes
vdcr_commons_mr1_000004_seg_020000_100000,Tidal Bore,media/vdcr_commons_manual_segments_round1_v1/vdcr_commons_mr1_000004_seg_020000_100000.mp4,media/vdcr_commons_manual_clean_segment_frames_round1_v1/vdcr_commons_mr1_000004_seg_020000_100000/contact_sheet.jpg,pass_candidate,commons_segment_ready_for_license_check,0,80,New Commons segment shows a coherent bore front propagating across the estuary; timestamp overlay remains but does not reveal the answer.
vdcr_commons_mr1_000005,Ciliary Beating,media/vdcr_commons_manual_round1_v1/vdcr_commons_mr1_000005.ogv,media/vdcr_commons_manual_frames_round1_v1/vdcr_commons_mr1_000005/contact_sheet.jpg,reject,wrong_target_immotile_cilia,0,0,"Commons/PLOS source describes DNAI1-deficient epithelial cells with completely immotile cilia, so it is not valid evidence for Ciliary Beating."
vdcr_commons_mr1_000006_seg_020000_055000,Hydraulic Jump,media/vdcr_commons_manual_segments_round1_v1/vdcr_commons_mr1_000006_seg_020000_055000.mp4,media/vdcr_commons_manual_clean_segment_frames_round1_v1/vdcr_commons_mr1_000006_seg_020000_055000/contact_sheet.jpg,pass_candidate,commons_segment_ready_for_license_check,0,35,New Commons segment removes the Russian title card and later schematic; visible circular jump boundary forms around the vertical jet without answer text.
vdcr_commons_mr2_000001,Vortex Shedding / Karman Vortex Street,media/vdcr_commons_manual_round2_v1/vdcr_commons_mr2_000001.ogv,media/vdcr_commons_manual_frames_round2_v1/vdcr_commons_mr2_000001/contact_sheet.jpg,pass_candidate,commons_raw_ready_for_license_check,0,5.2,"New Commons raw clip shows alternating dye-marked vortices shed downstream of a cylinder in a water channel; no answer text is visible, and the concept depends on the temporal alternating wake pattern."
vdcr_commons_mr2_000002,Leidenfrost Droplet Motion,media/vdcr_commons_manual_round2_v1/vdcr_commons_mr2_000002.webm,media/vdcr_commons_manual_frames_round2_v1/vdcr_commons_mr2_000002/contact_sheet.jpg,pass_candidate,commons_raw_ready_for_license_check,0,18,"New Commons raw clip shows water droplets skittering and persisting on a hot metal pan rather than instantly wetting or boiling; no answer text is visible, and the temporal droplet motion is the discriminative cue."
vdcr_commons_mr2_000003,Capillary Breakup,media/vdcr_commons_manual_round2_v1/vdcr_commons_mr2_000003.webm,media/vdcr_commons_manual_frames_round2_v1/vdcr_commons_mr2_000003/contact_sheet.jpg,pass_candidate,commons_raw_ready_for_license_check,0,9.4,"New Commons raw clip shows liquid necking and breakup across capillary flow geometries; the named process is defined by the time-evolving thinning and droplet separation, with no answer text in-frame."
vdcr_commons_mr2_000004,Supercell Mesocyclone Rotation,media/vdcr_commons_manual_round2_v1/vdcr_commons_mr2_000004.webm,media/vdcr_commons_manual_frames_round2_v1/vdcr_commons_mr2_000004/contact_sheet.jpg,pass_candidate,commons_raw_ready_for_license_check,0,10,New Commons/NOAA satellite loop shows coherent rotation in the supercell updraft over time; state boundary overlays remain but do not reveal the answer.
vdcr_commons_mr2_000005,Tornadogenesis,media/vdcr_commons_manual_round2_v1/vdcr_commons_mr2_000005.webm,media/vdcr_commons_manual_frames_round2_v1/vdcr_commons_mr2_000005/contact_sheet.jpg,reject,static_shortcut_too_strong,0,0,"Although the source says the clip shows tornado birth/life/death, the visible funnel creates a strong static shortcut; this risks becoming generic tornado recognition rather than VDCR concept recognition."
vdcr_commons_mr2_000006,Pyroclastic Density Current,media/vdcr_commons_manual_round2_v1/vdcr_commons_mr2_000006.ogv,media/vdcr_commons_manual_frames_round2_v1/vdcr_commons_mr2_000006/contact_sheet.jpg,reject,source_dependent_lab_analogue,0,0,"The movie is a laboratory particle-flow analogue; without the source page, the video itself is closer to a generic dense granular current than a uniquely identifiable pyroclastic density current."
vdcr_commons_mr3_000001,Supercooled Liquid Rapid Crystallization,media/vdcr_commons_manual_round3_v1/vdcr_commons_mr3_000001.ogv,media/vdcr_commons_manual_frames_round3_v1/vdcr_commons_mr3_000001/contact_sheet.jpg,pass_candidate,commons_raw_ready_for_license_check,0,45,"New Commons raw clip shows seeded crystallization rapidly propagating through a supersaturated sodium-acetate solution in a flask; visible setup objects do not reveal the answer, and the temporal spreading front is the discriminative cue."
vdcr_commons_mr3_000002,Liesegang Ring Formation,media/vdcr_commons_manual_round3_v1/vdcr_commons_mr3_000002.webm,media/vdcr_commons_manual_frames_round3_v1/vdcr_commons_mr3_000002/contact_sheet.jpg,pass_candidate,commons_raw_ready_for_license_check,0,31,"New Commons raw clip shows discontinuous horizontal precipitation bands appearing in a gel over time; no in-frame answer text is visible, and the pattern requires temporal band formation rather than a static final image."
vdcr_commons_mr3_000003,Electrodeposition Dendrite Growth,media/vdcr_commons_manual_round3_v1/vdcr_commons_mr3_000003.webm,media/vdcr_commons_manual_frames_round3_v1/vdcr_commons_mr3_000003/contact_sheet.jpg,reject,static_product_not_growth,0,0,"The contact sheet shows existing copper crystals being held/rotated, not electrodeposition growth or a time-evolving dendritic front; background text also creates leakage risk."
vdcr_commons_mr3_000004,Thin-Film Dewetting,media/vdcr_commons_manual_round3_v1/vdcr_commons_mr3_000004.ogv,media/vdcr_commons_manual_frames_round3_v1/vdcr_commons_mr3_000004/contact_sheet.jpg,pass_candidate,commons_raw_ready_for_license_check,0,18,New Commons/PMC supplementary movie shows a film/droplet layer retracting into separated rounded domains over time; x10 and timer overlays remain but do not reveal the answer.
vdcr_commons_mr3_000005,Bistable Snap-Trap Closure,media/vdcr_commons_manual_round3_v1/vdcr_commons_mr3_000005.webm,media/vdcr_commons_manual_frames_round3_v1/vdcr_commons_mr3_000005/contact_sheet.jpg,pass_candidate,commons_raw_ready_for_license_check,0,88,"New Commons time-lapse shows a Venus flytrap lobe closing around prey after contact/capture; no visible answer text, and the dynamic trap closure is required to identify the specialized plant movement."
vdcr_commons_mr3_000006,Bubble-Net Feeding,media/vdcr_commons_manual_round3_v1/vdcr_commons_mr3_000006.webm,media/vdcr_commons_manual_frames_round3_v1/vdcr_commons_mr3_000006/contact_sheet.jpg,review,visual_pass_but_license_review_pending,0,43,"Visually strong bubble-net feeding sequence with a circular bubble wall and coordinated whale surfacing, but Commons marks the external-source license review as pending; do not admit until license/source audit passes."
vdcr_commons_mr3_000007,Gust Front Propagation,media/vdcr_commons_manual_round3_v1/vdcr_commons_mr3_000007.webm,media/vdcr_commons_manual_frames_round3_v1/vdcr_commons_mr3_000007/contact_sheet.jpg,pass_candidate,commons_raw_ready_for_license_check,0,5.1,New Commons/NOAA satellite loop shows a coherent gust-front/outflow boundary expanding away from Gulf thunderstorms; NOAA/CIRA logos remain but do not reveal the answer.
vdcr_commons_mr3_000008,Downburst / Microburst Outflow,media/vdcr_commons_manual_round3_v1/vdcr_commons_mr3_000008.webm,media/vdcr_commons_manual_frames_round3_v1/vdcr_commons_mr3_000008/contact_sheet.jpg,reject,source_dependent_generic_storm,0,0,"The video shows intense rain/wind near buildings, but the visible process is too close to generic storm footage; the downburst label depends heavily on the source description rather than uniquely observable outflow structure."
vdcr_commons_mr3_000009,Crystallization Front Propagation,media/vdcr_commons_manual_round3_v1/vdcr_commons_mr3_000009.webm,media/vdcr_commons_manual_frames_round3_v1/vdcr_commons_mr3_000009/contact_sheet.jpg,reject,text_label_leakage,0,0,"The video repeatedly displays explicit text describing MAPbI3 crystal growth and inverse temperature crystallization, so it is not a clean VDCR direct-answer sample."
vdcr_commons_mr4_000001,Ciliary Beating,media/vdcr_commons_manual_round4_v1/vdcr_commons_mr4_000001.webm,media/vdcr_commons_manual_frames_round4_v1/vdcr_commons_mr4_000001/contact_sheet.jpg,review,visual_motion_check_needed,0,5.5,"Vorticella clip is plausible for ciliary beating or cilia-driven vortex flow, but the contact sheet alone does not prove the rhythmic ciliary motion; inspect full motion before pass."
vdcr_commons_mr4_000002,Microtubule Dynamic Instability,media/vdcr_commons_manual_round4_v1/vdcr_commons_mr4_000002.ogv,media/vdcr_commons_manual_frames_round4_v1/vdcr_commons_mr4_000002/contact_sheet.jpg,pass_candidate,commons_animation_ready_for_license_check,0,13.3,"New Commons scientific animation shows microtubules switching between polymerization growth and depolymerization shrinkage; no answer text is visible, and the named concept depends on the time-evolving grow-collapse sequence."
vdcr_commons_mr4_000003,Calcium Wave Propagation,media/vdcr_commons_manual_round4_v1/vdcr_commons_mr4_000003.ogv,media/vdcr_commons_manual_frames_round4_v1/vdcr_commons_mr4_000003/contact_sheet.jpg,pass_candidate,commons_raw_ready_for_license_check,0,5,"New Commons/PLOS microscopy clip shows green fluorescence propagating through connected cells as a spatial wave after stimulation; no answer text is visible, and the concept requires observing propagation rather than isolated bright cells."
vdcr_commons_mr4_000004,Calcium Wave Propagation,media/vdcr_commons_manual_round4_v1/vdcr_commons_mr4_000004.ogv,media/vdcr_commons_manual_frames_round4_v1/vdcr_commons_mr4_000004/contact_sheet.jpg,reject,duplicate_lower_quality_with_timestamp_overlay,0,0,The movie has visible time labels and the calcium-wave pattern is less clear than vdcr_commons_mr4_000003; reject to avoid duplicate answer and lower-quality source dependence.
vdcr_commons_mr4_000005,Mitotic Chromosome Segregation,media/vdcr_commons_manual_round4_v1/vdcr_commons_mr4_000005.ogv,media/vdcr_commons_manual_frames_round4_v1/vdcr_commons_mr4_000005/contact_sheet.jpg,reject,insufficient_single_cell_sequence,0,0,"The field contains fluorescent chromosomes, but the review frames do not show a clean single-cell alignment-to-separation sequence; the label would depend too much on source description."
vdcr_commons_mr4_000006,Mitotic Chromosome Segregation,media/vdcr_commons_manual_round4_v1/vdcr_commons_mr4_000006.ogv,media/vdcr_commons_manual_frames_round4_v1/vdcr_commons_mr4_000006/contact_sheet.jpg,reject,wrong_visual_target_spindle_not_chromosome_segregation,0,0,The clip mainly shows spindle/cell structure changes and not a stable chromosome segregation sequence; reject rather than hanging the answer on the file title.
vdcr_commons_mr4_000007,Dust Storm Front Propagation,media/vdcr_commons_manual_round4_v1/vdcr_commons_mr4_000007.webm,media/vdcr_commons_manual_frames_round4_v1/vdcr_commons_mr4_000007/contact_sheet.jpg,pass_candidate,commons_raw_ready_for_license_check,0,17.4,"New Commons ground-view clip shows a coherent dust wall advancing across the city and engulfing the camera view; the dynamic front propagation, not the static dust color alone, supports the named concept."
vdcr_commons_mr4_000008,Pyrocumulus Development,media/vdcr_commons_manual_round4_v1/vdcr_commons_mr4_000008.webm,media/vdcr_commons_manual_frames_round4_v1/vdcr_commons_mr4_000008/contact_sheet.jpg,review,source_dependent_subtype_check,0,5.2,"Satellite loop shows smoke and cloud growth near wildfires, but distinguishing pyrocumulus development from generic smoke-plume/cloud evolution may depend on the source title; keep under review."
vdcr_commons_mr4_000009,Dust Storm Front Propagation,media/vdcr_commons_manual_round4_v1/vdcr_commons_mr4_000009.webm,media/vdcr_commons_manual_frames_round4_v1/vdcr_commons_mr4_000009/contact_sheet.jpg,reject,duplicate_false_color_source_dependent,0,0,"False-color satellite loop may show a propagating dust band, but it is less visually direct than vdcr_commons_mr4_000007 and would duplicate the same answer; reject for v1 pass set."
vdcr_commons_mr4_000010,Convective Smoke Plume Rise,media/vdcr_commons_manual_round4_v1/vdcr_commons_mr4_000010.webm,media/vdcr_commons_manual_frames_round4_v1/vdcr_commons_mr4_000010/contact_sheet.jpg,pass_candidate,commons_raw_ready_for_license_check,0,4.1,New Commons/NOAA satellite loop shows multiple wildfire smoke plumes generated from hot spots and spreading upward/downwind over time; the answer is a buoyant smoke-plume dynamic rather than a static smoke map.
vdcr_commons_mr5_000001,Brazil Nut Effect,media/vdcr_commons_manual_round5_v1/vdcr_commons_mr5_000001.webm,media/vdcr_commons_manual_frames_round5_v1/vdcr_commons_mr5_000001/contact_sheet.jpg,pass_candidate,commons_raw_ready_for_license_check,0,18,"New Commons raw clip shows large cereal/nut pieces rising through a vibrated granular mixture to the surface; no answer text is visible, and the concept depends on the time-evolving granular segregation rather than a static package view."
vdcr_commons_mr5_000002,Marangoni-Driven Flow,media/vdcr_commons_manual_round5_v1/vdcr_commons_mr5_000002.ogv,media/vdcr_commons_manual_frames_round5_v1/vdcr_commons_mr5_000002/contact_sheet.jpg,revise,trim_or_crop_text_leakage,2,26,"The experiment is relevant, but the opening title explicitly says Marangoni effect and the dishes contain visible water/soapy solution labels; use only after trimming/cropping removes answer and setup text."
vdcr_commons_mr5_000003,Liquid Bridge Pinch-Off,media/vdcr_commons_manual_round5_v1/vdcr_commons_mr5_000003.webm,media/vdcr_commons_manual_frames_round5_v1/vdcr_commons_mr5_000003/contact_sheet.jpg,pass_candidate,commons_raw_ready_for_license_check,0,7.5,"New Commons reviewed-source clip shows a pendant liquid bridge neck thinning until topological breakup and satellite droplets form; no answer text is visible, and the named concept requires observing the necking-to-pinch-off sequence."
vdcr_commons_mr6_000001,Spinodal Decomposition,media/vdcr_commons_manual_round6_v1/vdcr_commons_mr6_000001.ogv,media/vdcr_commons_manual_frames_round6_v1/vdcr_commons_mr6_000001/contact_sheet.jpg,pass_candidate,commons_simulation_ready_for_license_check,0,23.8,"New Commons/Nature Communications simulation shows initially mixed short rods separating into extended orientation/color domains over time; no answer text is visible, and the named concept requires the temporal demixing trajectory rather than a static final texture."
vdcr_commons_mr6_000002,FRAP Recovery,media/vdcr_commons_manual_round6_v1/vdcr_commons_mr6_000002.ogv,media/vdcr_commons_manual_frames_round6_v1/vdcr_commons_mr6_000002/contact_sheet.jpg,reject,figure_panel_source_dependent,0,0,"The movie is a multi-panel FRAP experiment with visible condition labels, timestamps, red boxes, and scale bars; without the source context it is not a clean direct-answer VDCR sample."
vdcr_commons_mr6_000003,Gravitropism,media/vdcr_commons_manual_round6_v1/vdcr_commons_mr6_000003.webm,media/vdcr_commons_manual_frames_round6_v1/vdcr_commons_mr6_000003/contact_sheet.jpg,reject,competing_phototropism_gravitropism_label,0,0,"The time-lapse is visually clean, but the source describes competition between gravitropism and phototropism with light from below; assigning only Gravitropism would be source-dependent and conceptually ambiguous."
vdcr_commons_mr7_000001,Ciliary Beating,media/vdcr_commons_manual_round7_v1/vdcr_commons_mr7_000001.ogv,media/vdcr_commons_manual_frames_round7_v1/vdcr_commons_mr7_000001/contact_sheet.jpg,review,visual_motion_check_needed,0,13,"Commons/PLOS source describes high-speed slow-motion beating cilia with no visible answer text, but sparse contact-sheet evidence is visually weak; require short video playback review before accepting as a direct-answer VDCR sample."
vdcr_commons_mr7_000002,Metachronal Wave Locomotion,media/vdcr_commons_manual_round7_v1/vdcr_commons_mr7_000002.webm,media/vdcr_commons_manual_frames_round7_v1/vdcr_commons_mr7_000002/contact_sheet.jpg,pass_candidate,commons_scientific_animation_ready_for_license_check,0,14.4,"New Commons reviewed scientific animation shows phase-shifted ciliary beat cycles around a multi-ciliated microswimmer, producing coordinated locomotion; no visible answer text, and the concept requires temporal phase ordering rather than a static ciliate shape."
vdcr_commons_mr7_000003,Meander Neck Cutoff,media/vdcr_commons_manual_round7_v1/vdcr_commons_mr7_000003.gif,media/vdcr_commons_manual_frames_round7_v1/vdcr_commons_mr7_000003/contact_sheet.jpg,revise,crop_or_replace_text_leakage,0,12.6,"The animation shows meander cutoff/oxbow formation, but visible text says Oxbow Lake is formed and Flooding, creating source/answer leakage; use only after cropping or replacing with a no-text version and re-extracting frames."
vdcr_commons_mr8_000001,Pyroclastic Density Current,media/vdcr_commons_manual_segments_round8_v1/vdcr_commons_mr8_000001_noaudio.webm,media/vdcr_commons_manual_frames_round8_v1/vdcr_commons_mr8_000001/contact_sheet.jpg,pass_candidate,commons_public_domain_noaudio_ready_for_license_check,0,25,"New Commons/PHIVOLCS footage shows an explosive eruption producing a dense grey current spreading close to the volcano flank after plume development; visible timestamps and PHIVOLCS watermark do not reveal the target concept, and the admitted local media is a no-audio derivative."
vdcr_commons_mr8_000002,Pyroclastic Density Current,media/vdcr_commons_manual_round8_v1/vdcr_commons_mr8_000002.ogv,media/vdcr_commons_manual_frames_round8_v1/vdcr_commons_mr8_000002/contact_sheet.jpg,reject,lab_analogue_source_dependent,0,0,"The movie is a useful Nature Communications laboratory analogue, but the graph-paper apparatus and air-particle setup make Pyroclastic Density Current too source-dependent for direct-answer VDCR without textual context."
vdcr_commons_mr8_000003,Meander Neck Cutoff,media/vdcr_commons_manual_round8_v1/vdcr_commons_mr8_000003.gif,media/vdcr_commons_manual_frames_round8_v1/vdcr_commons_mr8_000003/contact_sheet.jpg,pass_candidate,commons_satellite_timelapse_ready_for_license_check,0,5.6,"New Commons animated satellite sequence shows meander bends migrating, a neck cutoff forming, and abandoned loop morphology emerging across dated frames; date and scale overlays do not reveal the answer, and the named concept requires the multi-year temporal sequence."
vdcr_commons_mr9_000001,Kelvin-Helmholtz Instability,media/vdcr_commons_manual_round9_v1/vdcr_commons_mr9_000001.ogv,media/vdcr_commons_manual_frames_round9_v1/vdcr_commons_mr9_000001/contact_sheet.jpg,pass_candidate,commons_simulation_ready_for_license_check,0,8.3,"New Commons public-domain simulation cleanly shows shear-interface billows rolling up and mixing over time; no visible answer text, and the named instability requires observing the temporal roll-up sequence."
vdcr_commons_mr9_000002_seg_003000_355000_noaudio,Vortex Ring Formation,media/vdcr_commons_manual_segments_round9_v1/vdcr_commons_mr9_000002_seg_003000_355000_noaudio.mp4,media/vdcr_commons_manual_segment_frames_round9_v1/vdcr_commons_mr9_000002_seg_003000_355000_noaudio/contact_sheet.jpg,pass_candidate,commons_noaudio_segment_ready_for_license_check,0,32.5,New no-audio segment removes the opening schematic/text and shows an X-ray drop-impact sequence where a toroidal vortex ring forms and propagates; the concept depends on the evolving ring trajectory rather than a single splash frame.
vdcr_commons_mr9_000003,Electrodeposition Dendrite Growth,media/vdcr_commons_manual_round9_v1/vdcr_commons_mr9_000003.webm,media/vdcr_commons_manual_frames_round9_v1/vdcr_commons_mr9_000003/contact_sheet.jpg,reject,existing_crystals_not_growth,0,0,The clip shows existing copper crystals being held and rotated rather than dendritic electrodeposition growth over time; it does not instantiate the target dynamic concept.
vdcr_commons_mr9_000004,Bubble-Net Feeding,media/vdcr_commons_manual_segments_round9_v1/vdcr_commons_mr9_000004_noaudio.webm,media/vdcr_commons_manual_frames_round9_v1/vdcr_commons_mr9_000004/contact_sheet.jpg,pass_candidate,commons_noaudio_license_audit_needed,0,43,"New Commons clip shows a bubble curtain forming a ring followed by whales surfacing inside the ring to feed; this is an ecological strategy sequence rather than generic whale motion. Local admitted media is no-audio, but Commons external-source license review remains required before release."
vdcr_commons_mr9_000005,Neutrophil Chemotaxis,media/vdcr_commons_manual_round9_v1/vdcr_commons_mr9_000005.ogv,media/vdcr_commons_manual_frames_round9_v1/vdcr_commons_mr9_000005/contact_sheet.jpg,review,possible_crop_or_gradient_context_needed,0,12,"The microscopy shows migrating neutrophil-like cells, but the orange arrow and gradient interpretation make the target partly source-dependent; review whether cropping or a cleaner source can establish directed chemotaxis without leakage."
vdcr_commons_mr9_000006,Bacterial Swarming Motility,media/vdcr_commons_manual_round9_v1/vdcr_commons_mr9_000006.ogv,media/vdcr_commons_manual_frames_round9_v1/vdcr_commons_mr9_000006/contact_sheet.jpg,reject,trajectory_analysis_not_clean_swarming,0,0,The video primarily shows colored single-cell trajectory overlays on a weak microscopy background; it does not clearly show dense collective surface swarming as a direct-answer visual concept.
vdcr_commons_mr10_000001,Crystallization Front Propagation,media/vdcr_commons_manual_round10_v1/vdcr_commons_mr10_000001.webm,media/vdcr_commons_manual_frames_round10_v1/vdcr_commons_mr10_000001/contact_sheet.jpg,revise,crop_text_and_reassess_concept_specificity,0,0,The time-lapse is relevant but contains visible title/setup text naming crystal growth and crystallization; a lower-field crop still leaves setup text and the target concept is closer to generic crystal growth than a clean crystallization-front sample.
vdcr_commons_mr10_000002,Dendritic Crystal Growth,media/vdcr_commons_manual_round10_v1/vdcr_commons_mr10_000002.gif,media/vdcr_commons_manual_frames_round10_v1/vdcr_commons_mr10_000002/contact_sheet.jpg,pass_candidate,commons_animation_ready_for_license_check,0,2.5,"New Commons public-domain animation cleanly shows branching dendrite arms growing outward over time; no visible answer text, and the target concept requires observing the growth trajectory rather than only a final dendrite shape."
vdcr_commons_mr10_000003,Marangoni-Driven Flow,media/vdcr_commons_manual_round10_v1/vdcr_commons_mr10_000003.ogv,media/vdcr_commons_manual_frames_round10_v1/vdcr_commons_mr10_000003/contact_sheet.jpg,revise,trim_crop_title_labels_and_url,0,0,"The experiment is relevant, but the clip includes an opening title that names Marangoni effect, water/soapy solution labels, and an ending URL; use only after robust trimming/cropping removes all visible setup and answer text."
vdcr_commons_mr10_000004_seg_012000_460000_lowerfoam_noaudio,Ostwald Ripening,media/vdcr_commons_manual_segments_round10_v1/vdcr_commons_mr10_000004_seg_012000_460000_lowerfoam_noaudio.mp4,media/vdcr_commons_manual_segment_frames_round10_v1/vdcr_commons_mr10_000004_seg_012000_460000_lowerfoam_noaudio/contact_sheet.jpg,pass_candidate,commons_noaudio_crop_ready_for_license_check,0,34,New no-audio lower-panel crop removes title text and shows foam coarsening: smaller bubbles disappear while larger bubbles grow and merge over time; the concept requires the temporal size-transfer pattern rather than a static foam texture.
vdcr_commons_mr10_000005,Crystal Nucleation,media/vdcr_commons_manual_round10_v1/vdcr_commons_mr10_000005.ogv,media/vdcr_commons_manual_frames_round10_v1/vdcr_commons_mr10_000005/contact_sheet.jpg,reject,labeled_scientific_visualization_source_dependent,0,0,"The movie is a labeled scientific visualization with time stamps, flow velocities, and before/after pore renderings; it does not cleanly show visually identifiable crystal nucleation without source context."
vdcr_commons_mr11_000001,Downburst / Microburst Outflow,media/vdcr_commons_manual_round11_v1/vdcr_commons_mr11_000001.webm,media/vdcr_commons_manual_frames_round11_v1/vdcr_commons_mr11_000001/contact_sheet.jpg,reject,source_dependent_generic_storm,0,0,"The clip shows intense wind and rain around buildings, but the visible evidence is still generic severe-storm footage; a viewer cannot uniquely infer a downburst/microburst outflow boundary without source context."
vdcr_commons_mr11_000002,Tornadogenesis,media/vdcr_commons_manual_round11_v1/vdcr_commons_mr11_000002.webm,media/vdcr_commons_manual_frames_round11_v1/vdcr_commons_mr11_000002/contact_sheet.jpg,review,static_shortcut_and_label_scope_review,0,36,"The time-lapse shows a tornado forming, maturing, and roping out, but the static funnel shortcut is strong and the target label Tornadogenesis may be narrower than the full tornado life cycle; keep under review until a better contrast/gate note is defined."
vdcr_commons_mr11_000003,Axonal Transport,media/vdcr_commons_manual_round11_v1/vdcr_commons_mr11_000003.ogv,media/vdcr_commons_manual_frames_round11_v1/vdcr_commons_mr11_000003/contact_sheet.jpg,pass_candidate,commons_raw_ready_for_license_check,0,20,"New Commons/PLOS microscopy movie shows fluorescent puncta moving directionally along long axonal processes; no answer text is visible, and the concept requires observing transport trajectories rather than a static field of green particles."
vdcr_commons_mr11_000004,Phagocytosis,media/vdcr_commons_manual_round11_v1/vdcr_commons_mr11_000004.webm,media/vdcr_commons_manual_frames_round11_v1/vdcr_commons_mr11_000004/contact_sheet.jpg,pass_candidate,commons_raw_ready_for_license_check,0,57.8,"New Commons microscopy video shows a neutrophil-like cell searching, contacting, deforming around, and absorbing a bacterium among red blood cells; no patient-identifiable information or answer text is visible, and the named concept depends on the engulfment sequence."
vdcr_commons_mr12_000001,Debris-Flow Surge Propagation,media/vdcr_commons_manual_round12_v1/vdcr_commons_mr12_000001.webm,,reject,technical_duration_probe_failed_duplicate_answer,0,0,"The long Commons debris-flow source has ffprobe duration N/A for the current extractor and would duplicate the cleaner Bondo segment admitted for the same answer; keep only as traceable source lead, not as a pass sample."
vdcr_commons_mr12_000002_seg_000000_040000_noaudio,Debris-Flow Surge Propagation,media/vdcr_commons_manual_segments_round12_v1/vdcr_commons_mr12_000002_seg_000000_040000_noaudio.webm,media/vdcr_commons_manual_segment_frames_round12_v1/vdcr_commons_mr12_000002_seg_000000_040000_noaudio/contact_sheet.jpg,pass_candidate,commons_noaudio_segment_ready_for_license_check,0,40,New no-audio Commons segment shows a coarse debris-laden surge front moving through a village channel with dust and bouldery material advancing over time; the named concept depends on the surge propagation sequence rather than a static muddy deposit.
vdcr_commons_mr12_000003,Plunging Breaker,media/vdcr_commons_manual_round12_v1/vdcr_commons_mr12_000003.gif,media/vdcr_commons_manual_frames_round12_v1/vdcr_commons_mr12_000003/contact_sheet.jpg,pass_candidate,commons_animation_ready_for_license_check,0,8.75,"New Commons wave-flume-derived animation shows the wave crest steepening, pitching forward, curling over, and collapsing into foam; no answer text is visible, and the concept requires the crest-overturning sequence."
vdcr_commons_mr12_000004,Rip Current Formation,media/vdcr_commons_manual_round12_v1/vdcr_commons_mr12_000004.webm,media/vdcr_commons_manual_frames_round12_v1/vdcr_commons_mr12_000004/contact_sheet.jpg,review,source_dependent_flow_direction_check,0,32.7,"The surf-zone clip may show a narrow return channel cutting through breakers, but the contact sheet alone is not strong enough to distinguish rip-current formation from generic surf/backwash; keep under review unless video playback proves offshore-directed channel flow."
vdcr_commons_mr12_000005,Pyrocumulus Development,media/vdcr_commons_manual_round12_v1/vdcr_commons_mr12_000005.webm,media/vdcr_commons_manual_frames_round12_v1/vdcr_commons_mr12_000005/contact_sheet.jpg,pass_candidate,commons_public_domain_satellite_loop_ready_for_license_check,0,5.27,"New Commons/NOAA no-label satellite loop shows wildfire heat sources feeding bright convective cloud billows that grow and expand above smoke plumes; NOAA/CIRA logos do not reveal the answer, and the concept depends on temporal cloud development rather than a static smoke plume."
vdcr_commons_mr12_000006,Seismic Soil Liquefaction,media/vdcr_commons_manual_round12_v1/vdcr_commons_mr12_000006.gif,media/vdcr_commons_manual_frames_round12_v1/vdcr_commons_mr12_000006/contact_sheet.jpg,reject,generic_liquefaction_animation_not_seismic_specific,0,0,The GIF shows a generic particle/water rearrangement schematic but does not visibly instantiate seismic forcing or a field-scale soil-liquefaction sequence; assigning Seismic Soil Liquefaction would depend too much on source context.
vdcr_commons_mr12_000007,Barchan Dune Migration,media/vdcr_commons_manual_round12_v1/vdcr_commons_mr12_000007.webm,media/vdcr_commons_manual_frames_round12_v1/vdcr_commons_mr12_000007/contact_sheet.jpg,reject,title_leakage_and_static_flyover,0,0,The video contains visible title text and appears to be a flyover/zoom of static barchan dunes rather than a time-lapse showing dune migration; reject as text-leaking and not temporally sufficient.
vdcr_commons_mr13_000001,Cavitation Bubble Growth and Collapse,media/vdcr_commons_manual_round13_v1/vdcr_commons_mr13_000001.ogv,media/vdcr_commons_manual_frames_round13_v1/vdcr_commons_mr13_000001/contact_sheet.jpg,pass_candidate,commons_raw_ready_for_license_check,0,56.14,"New Commons transparent gear-pump video shows vapor cavities and bubble clouds appearing, growing, collapsing, and being swept through the gear teeth; no answer text or audio stream is present, and the concept depends on temporal bubble/cloud dynamics rather than a static pump view."
vdcr_commons_mr13_000002,Faraday Waves,media/vdcr_commons_manual_round13_v1/vdcr_commons_mr13_000002.gif,media/vdcr_commons_manual_frames_round13_v1/vdcr_commons_mr13_000002/contact_sheet.jpg,review,source_dependent_bead_template_visualization,0,0,"The GIF shows beads rearranging into repeated nodal-like patterns, but the liquid surface waves themselves are not visually explicit enough; identifying Faraday Waves may depend on source metadata rather than direct video evidence."
vdcr_commons_mr13_000003,Chemical Traffic Light Reaction,media/vdcr_commons_manual_round13_v1/vdcr_commons_mr13_000003.webm,media/vdcr_commons_manual_frames_round13_v1/vdcr_commons_mr13_000003/contact_sheet.jpg,pass_candidate,commons_raw_ready_for_license_check,0,56.62,"New Commons time-lapse shows the same reaction flask cycling through green, red/orange, and yellow-green states after mixing/agitation; no answer text or audio stream is present, and the named concept requires the repeated traffic-light color sequence rather than a single color frame."
