concept_id,priority,pool_tier,search_term,initial_category,candidate_knowledge_point,domain_seed,subdomain_seed,why_dynamic,default_start_sec,default_end_sec,notes
vdcr_concept_0158,A,main_pool,纤毛节律摆动 Ciliary Beating,biology_living_systems,Ciliary Beating,biology_living_systems,biology_family_05,"Candidate must show the temporal sequence that instantiates Ciliary Beating, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=纤毛节律摆动; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0168,A,main_pool,Microtubule Dynamic Instability,biology_living_systems,Microtubule Dynamic Instability,biology_living_systems,biology_family_07,"Candidate must show the temporal sequence that instantiates Microtubule Dynamic Instability, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=微管动态不稳定性; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0168,A,main_pool,Microtubule Dynamic Instability experiment,biology_living_systems,Microtubule Dynamic Instability,biology_living_systems,biology_family_07,"Candidate must show the temporal sequence that instantiates Microtubule Dynamic Instability, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=微管动态不稳定性; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0168,A,main_pool,Microtubule Dynamic Instability demonstration,biology_living_systems,Microtubule Dynamic Instability,biology_living_systems,biology_family_07,"Candidate must show the temporal sequence that instantiates Microtubule Dynamic Instability, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=微管动态不稳定性; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0168,A,main_pool,Microtubule Dynamic Instability video,biology_living_systems,Microtubule Dynamic Instability,biology_living_systems,biology_family_07,"Candidate must show the temporal sequence that instantiates Microtubule Dynamic Instability, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=微管动态不稳定性; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0168,A,main_pool,微管动态不稳定性 Microtubule Dynamic Instability,biology_living_systems,Microtubule Dynamic Instability,biology_living_systems,biology_family_07,"Candidate must show the temporal sequence that instantiates Microtubule Dynamic Instability, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=微管动态不稳定性; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0185,A,main_pool,Bacterial Chemotaxis,biology_living_systems,Bacterial Chemotaxis,biology_living_systems,biology_family_10,"Candidate must show the temporal sequence that instantiates Bacterial Chemotaxis, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=细菌趋化游动; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0185,A,main_pool,Bacterial Chemotaxis experiment,biology_living_systems,Bacterial Chemotaxis,biology_living_systems,biology_family_10,"Candidate must show the temporal sequence that instantiates Bacterial Chemotaxis, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=细菌趋化游动; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0185,A,main_pool,Bacterial Chemotaxis demonstration,biology_living_systems,Bacterial Chemotaxis,biology_living_systems,biology_family_10,"Candidate must show the temporal sequence that instantiates Bacterial Chemotaxis, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=细菌趋化游动; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0185,A,main_pool,Bacterial Chemotaxis video,biology_living_systems,Bacterial Chemotaxis,biology_living_systems,biology_family_10,"Candidate must show the temporal sequence that instantiates Bacterial Chemotaxis, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=细菌趋化游动; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0185,A,main_pool,细菌趋化游动 Bacterial Chemotaxis,biology_living_systems,Bacterial Chemotaxis,biology_living_systems,biology_family_10,"Candidate must show the temporal sequence that instantiates Bacterial Chemotaxis, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=细菌趋化游动; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0190,A,main_pool,Downburst / Microburst Outflow,earth_environmental_systems,Downburst / Microburst Outflow,earth_environmental_systems,earth_family_01,"Candidate must show the temporal sequence that instantiates Downburst / Microburst Outflow, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=下击暴流出流扩散; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0190,A,main_pool,Downburst / Microburst Outflow experiment,earth_environmental_systems,Downburst / Microburst Outflow,earth_environmental_systems,earth_family_01,"Candidate must show the temporal sequence that instantiates Downburst / Microburst Outflow, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=下击暴流出流扩散; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0190,A,main_pool,Downburst / Microburst Outflow demonstration,earth_environmental_systems,Downburst / Microburst Outflow,earth_environmental_systems,earth_family_01,"Candidate must show the temporal sequence that instantiates Downburst / Microburst Outflow, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=下击暴流出流扩散; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0190,A,main_pool,Downburst / Microburst Outflow video,earth_environmental_systems,Downburst / Microburst Outflow,earth_environmental_systems,earth_family_01,"Candidate must show the temporal sequence that instantiates Downburst / Microburst Outflow, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=下击暴流出流扩散; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0190,A,main_pool,下击暴流出流扩散 Downburst / Microburst Outflow,earth_environmental_systems,Downburst / Microburst Outflow,earth_environmental_systems,earth_family_01,"Candidate must show the temporal sequence that instantiates Downburst / Microburst Outflow, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=下击暴流出流扩散; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0210,A,main_pool,Pyroclastic Density Current,earth_environmental_systems,Pyroclastic Density Current,earth_environmental_systems,earth_family_04,"Candidate must show the temporal sequence that instantiates Pyroclastic Density Current, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=火山碎屑密度流; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0210,A,main_pool,Pyroclastic Density Current experiment,earth_environmental_systems,Pyroclastic Density Current,earth_environmental_systems,earth_family_04,"Candidate must show the temporal sequence that instantiates Pyroclastic Density Current, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=火山碎屑密度流; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0210,A,main_pool,Pyroclastic Density Current demonstration,earth_environmental_systems,Pyroclastic Density Current,earth_environmental_systems,earth_family_04,"Candidate must show the temporal sequence that instantiates Pyroclastic Density Current, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=火山碎屑密度流; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0210,A,main_pool,Pyroclastic Density Current video,earth_environmental_systems,Pyroclastic Density Current,earth_environmental_systems,earth_family_04,"Candidate must show the temporal sequence that instantiates Pyroclastic Density Current, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=火山碎屑密度流; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0210,A,main_pool,火山碎屑密度流 Pyroclastic Density Current,earth_environmental_systems,Pyroclastic Density Current,earth_environmental_systems,earth_family_04,"Candidate must show the temporal sequence that instantiates Pyroclastic Density Current, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=火山碎屑密度流; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0228,B,strict_gate,Aeolian Saltation,earth_environmental_systems,Aeolian Saltation,earth_environmental_systems,earth_family_07,"Candidate must show the temporal sequence that instantiates Aeolian Saltation, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=沙粒跃移; concept_type=自然动态机制; priority=B; pool_tier=strict_gate
vdcr_concept_0228,B,strict_gate,Aeolian Saltation experiment,earth_environmental_systems,Aeolian Saltation,earth_environmental_systems,earth_family_07,"Candidate must show the temporal sequence that instantiates Aeolian Saltation, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=沙粒跃移; concept_type=自然动态机制; priority=B; pool_tier=strict_gate
vdcr_concept_0228,B,strict_gate,Aeolian Saltation demonstration,earth_environmental_systems,Aeolian Saltation,earth_environmental_systems,earth_family_07,"Candidate must show the temporal sequence that instantiates Aeolian Saltation, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=沙粒跃移; concept_type=自然动态机制; priority=B; pool_tier=strict_gate
vdcr_concept_0228,B,strict_gate,Aeolian Saltation video,earth_environmental_systems,Aeolian Saltation,earth_environmental_systems,earth_family_07,"Candidate must show the temporal sequence that instantiates Aeolian Saltation, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=沙粒跃移; concept_type=自然动态机制; priority=B; pool_tier=strict_gate
vdcr_concept_0228,B,strict_gate,沙粒跃移 Aeolian Saltation,earth_environmental_systems,Aeolian Saltation,earth_environmental_systems,earth_family_07,"Candidate must show the temporal sequence that instantiates Aeolian Saltation, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=沙粒跃移; concept_type=自然动态机制; priority=B; pool_tier=strict_gate
vdcr_concept_0230,A,main_pool,Barchan Dune Migration,earth_environmental_systems,Barchan Dune Migration,earth_environmental_systems,earth_family_07,"Candidate must show the temporal sequence that instantiates Barchan Dune Migration, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=新月形沙丘迁移; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0230,A,main_pool,Barchan Dune Migration experiment,earth_environmental_systems,Barchan Dune Migration,earth_environmental_systems,earth_family_07,"Candidate must show the temporal sequence that instantiates Barchan Dune Migration, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=新月形沙丘迁移; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0230,A,main_pool,Barchan Dune Migration demonstration,earth_environmental_systems,Barchan Dune Migration,earth_environmental_systems,earth_family_07,"Candidate must show the temporal sequence that instantiates Barchan Dune Migration, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=新月形沙丘迁移; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0230,A,main_pool,Barchan Dune Migration video,earth_environmental_systems,Barchan Dune Migration,earth_environmental_systems,earth_family_07,"Candidate must show the temporal sequence that instantiates Barchan Dune Migration, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=新月形沙丘迁移; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0230,A,main_pool,新月形沙丘迁移 Barchan Dune Migration,earth_environmental_systems,Barchan Dune Migration,earth_environmental_systems,earth_family_07,"Candidate must show the temporal sequence that instantiates Barchan Dune Migration, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=新月形沙丘迁移; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0235,A,main_pool,Tidal Bore,earth_environmental_systems,Tidal Bore,earth_environmental_systems,earth_family_08,"Candidate must show the temporal sequence that instantiates Tidal Bore, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=潮汐涌浪; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0235,A,main_pool,Tidal Bore experiment,earth_environmental_systems,Tidal Bore,earth_environmental_systems,earth_family_08,"Candidate must show the temporal sequence that instantiates Tidal Bore, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=潮汐涌浪; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0235,A,main_pool,Tidal Bore demonstration,earth_environmental_systems,Tidal Bore,earth_environmental_systems,earth_family_08,"Candidate must show the temporal sequence that instantiates Tidal Bore, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=潮汐涌浪; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0235,A,main_pool,Tidal Bore video,earth_environmental_systems,Tidal Bore,earth_environmental_systems,earth_family_08,"Candidate must show the temporal sequence that instantiates Tidal Bore, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=潮汐涌浪; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0235,A,main_pool,潮汐涌浪 Tidal Bore,earth_environmental_systems,Tidal Bore,earth_environmental_systems,earth_family_08,"Candidate must show the temporal sequence that instantiates Tidal Bore, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=潮汐涌浪; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0240,A,main_pool,Gully Headcut Retreat,earth_environmental_systems,Gully Headcut Retreat,earth_environmental_systems,earth_family_09,"Candidate must show the temporal sequence that instantiates Gully Headcut Retreat, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=沟蚀扩展; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0240,A,main_pool,Gully Headcut Retreat experiment,earth_environmental_systems,Gully Headcut Retreat,earth_environmental_systems,earth_family_09,"Candidate must show the temporal sequence that instantiates Gully Headcut Retreat, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=沟蚀扩展; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0240,A,main_pool,Gully Headcut Retreat demonstration,earth_environmental_systems,Gully Headcut Retreat,earth_environmental_systems,earth_family_09,"Candidate must show the temporal sequence that instantiates Gully Headcut Retreat, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=沟蚀扩展; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0240,A,main_pool,Gully Headcut Retreat video,earth_environmental_systems,Gully Headcut Retreat,earth_environmental_systems,earth_family_09,"Candidate must show the temporal sequence that instantiates Gully Headcut Retreat, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=沟蚀扩展; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0240,A,main_pool,沟蚀扩展 Gully Headcut Retreat,earth_environmental_systems,Gully Headcut Retreat,earth_environmental_systems,earth_family_09,"Candidate must show the temporal sequence that instantiates Gully Headcut Retreat, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=沟蚀扩展; concept_type=自然动态机制; priority=A; pool_tier=main_pool
