candidate_id,source_url,source_platform,license_or_usage_note,domain,subdomain,capability_label,dynamic_concept_id,dynamic_concept,linked_principle_id,principle_id,principle,required_dynamic_signature,acceptable_video_types,reject_conditions,hard_negative_family,visible_dynamic_process,dynamic_signature_match,source_page_support_level,source_page_mechanism_evidence,source_double_check_decision,source_double_check_reason,source_page_context,review_decision,gate_reason,risk_tags,proposed_knowledge_point,proposed_knowledge_point_type,answerability_notes,distractor_requirements,frame_contact_sheet,local_media,is_new_source,source_reuse_status
,,,,engineering_operational_systems,filtration_and_separation,DMR,,,ENG_SEP_001,ENG_SEP_001,Pressure-driven filtration separates solids by forcing fluid through porous media.,Filtrate passes through while a solid cake accumulates upstream.,vacuum filtration; filter cake formation; membrane filtration,Reject final filtered beakers without cake formation or fluid passage.,sedimentation; sieving; diffusion,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Pressure-driven filtration separates solids by forcing fluid through porous media.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: sedimentation; sieving; diffusion",,,true,new_candidate_source
,,,,engineering_operational_systems,filtration_and_separation,DMR,,,ENG_SEP_001,ENG_SEP_001,Pressure-driven filtration separates solids by forcing fluid through porous media.,Filtrate passes through while a solid cake accumulates upstream.,vacuum filtration; filter cake formation; membrane filtration,Reject final filtered beakers without cake formation or fluid passage.,sedimentation; sieving; diffusion,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Pressure-driven filtration separates solids by forcing fluid through porous media.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: sedimentation; sieving; diffusion",,,true,new_candidate_source
,,,,engineering_operational_systems,filtration_and_separation,DCR,DCR_ENG_FIL_001,filter cake formation,ENG_SEP_001,ENG_SEP_001,Pressure-driven filtration separates solids by forcing fluid through porous media.,A visible layer grows on the filter while filtrate flow changes.,vacuum filtration; filter cake formation; membrane filtration,Reject clips showing only clean or final dirty filters.,sedimentation; simple pouring; centrifugation,,pending,pending,,pending_source_double_check,,,pending_dcr_gate,Review video first against the named dynamic concept signature; then use source page only if it specifically supports the concept/mechanism.,,filter cake formation,named_dynamic_concept,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: sedimentation; simple pouring; centrifugation",,,true,new_candidate_source
,,,,engineering_operational_systems,machines_control_and_failure_modes,DMR,,,ENG_MCH_001,ENG_MCH_001,Linkage constraints convert input rotation into a designed output path.,"Input crank rotates while output point follows a bounded, straight, oscillating, or pick-and-place trajectory.",four-bar linkage; crank-rocker; straight-line linkage,Reject pure physics pendulums or animations without input-output transformation.,gear train; cam follower; free rotation,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Linkage constraints convert input rotation into a designed output path.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: gear train; cam follower; free rotation",,,true,new_candidate_source
,,,,engineering_operational_systems,machines_control_and_failure_modes,DMR,,,ENG_MCH_001,ENG_MCH_001,Linkage constraints convert input rotation into a designed output path.,"Input crank rotates while output point follows a bounded, straight, oscillating, or pick-and-place trajectory.",four-bar linkage; crank-rocker; straight-line linkage,Reject pure physics pendulums or animations without input-output transformation.,gear train; cam follower; free rotation,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Linkage constraints convert input rotation into a designed output path.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: gear train; cam follower; free rotation",,,true,new_candidate_source
,,,,engineering_operational_systems,machines_control_and_failure_modes,DCR,DCR_ENG_CHATTER_001,machining chatter,ENG_FAIL_001,ENG_FAIL_001,Mechanical resonance can amplify vibration until structural instability or failure occurs.,Tool or workpiece oscillates visibly with changing sound/surface pattern.,resonance failure; bridge vibration; rotating machinery instability,Reject clips with only final surface marks and no dynamic vibration.,steady cutting; built-up edge; resonance demo without cutting,,pending,pending,,pending_source_double_check,,,pending_dcr_gate,Review video first against the named dynamic concept signature; then use source page only if it specifically supports the concept/mechanism.,,machining chatter,named_dynamic_concept,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: steady cutting; built-up edge; resonance demo without cutting",,,true,new_candidate_source
,,,,engineering_operational_systems,mixing_dispersion_and_wetting,DMR,,,ENG_MIX_001,ENG_MIX_001,"Mechanical mixing disperses components by stretching, folding, and advecting interfaces.",Colored fluids or particles are stretched into filaments and distributed through the volume.,static mixer; impeller mixing; dye mixing visualization,Reject final homogeneous mixtures without mixing trajectory.,molecular diffusion only; precipitation; laminar reversible mixing,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,"Mechanical mixing disperses components by stretching, folding, and advecting interfaces.",transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: molecular diffusion only; precipitation; laminar reversible mixing",,,true,new_candidate_source
,,,,engineering_operational_systems,mixing_dispersion_and_wetting,DMR,,,ENG_MIX_001,ENG_MIX_001,"Mechanical mixing disperses components by stretching, folding, and advecting interfaces.",Colored fluids or particles are stretched into filaments and distributed through the volume.,static mixer; impeller mixing; dye mixing visualization,Reject final homogeneous mixtures without mixing trajectory.,molecular diffusion only; precipitation; laminar reversible mixing,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,"Mechanical mixing disperses components by stretching, folding, and advecting interfaces.",transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: molecular diffusion only; precipitation; laminar reversible mixing",,,true,new_candidate_source
,,,,engineering_operational_systems,pressure_flow_and_process_control,DMR,,,ENG_PRS_001,ENG_PRS_001,Valves regulate flow by changing flow area and pressure drop.,"Valve position changes are followed by flow-rate, jet, or level changes.",transparent valve flow; flow control valve; ball valve,Reject static valve cutaways without fluid response.,Venturi physics only; pump; siphon,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Valves regulate flow by changing flow area and pressure drop.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: Venturi physics only; pump; siphon",,,true,new_candidate_source
,,,,engineering_operational_systems,pressure_flow_and_process_control,DMR,,,ENG_PRS_001,ENG_PRS_001,Valves regulate flow by changing flow area and pressure drop.,"Valve position changes are followed by flow-rate, jet, or level changes.",transparent valve flow; flow control valve; ball valve,Reject static valve cutaways without fluid response.,Venturi physics only; pump; siphon,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Valves regulate flow by changing flow area and pressure drop.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: Venturi physics only; pump; siphon",,,true,new_candidate_source
,,,,engineering_operational_systems,pressure_flow_and_process_control,DCR,DCR_ENG_CAV_001,cavitation,ENG_PRS_001,ENG_PRS_001,Valves regulate flow by changing flow area and pressure drop.,"Bubbles appear near a propeller, valve, or pump and collapse or cloud dynamically.",transparent valve flow; flow control valve; ball valve,Reject clips with injected air bubbles but no pressure-driven collapse.,gas evolution; boiling; aeration,,pending,pending,,pending_source_double_check,,,pending_dcr_gate,Review video first against the named dynamic concept signature; then use source page only if it specifically supports the concept/mechanism.,,cavitation,named_dynamic_concept,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: gas evolution; boiling; aeration",,,true,new_candidate_source
,,,,engineering_operational_systems,thermal_process_control,DMR,,,ENG_THM_001,ENG_THM_001,Hot forging uses elevated temperature to lower flow stress for controlled plastic deformation.,Heated workpiece deforms progressively under hammer/press blows.,hot forging; blacksmithing; press forging,Reject cold hammering or decorative final shapes without deformation sequence.,thermal expansion; cutting; welding,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Hot forging uses elevated temperature to lower flow stress for controlled plastic deformation.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: thermal expansion; cutting; welding",,,true,new_candidate_source
,,,,engineering_operational_systems,thermal_process_control,DMR,,,ENG_THM_001,ENG_THM_001,Hot forging uses elevated temperature to lower flow stress for controlled plastic deformation.,Heated workpiece deforms progressively under hammer/press blows.,hot forging; blacksmithing; press forging,Reject cold hammering or decorative final shapes without deformation sequence.,thermal expansion; cutting; welding,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Hot forging uses elevated temperature to lower flow stress for controlled plastic deformation.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: thermal expansion; cutting; welding",,,true,new_candidate_source
,,,,engineering_operational_systems,tooling_force_and_precision,DMR,,,ENG_TOOL_001,ENG_TOOL_001,Cutting forms chips when tool shear stress exceeds material strength along a shear plane.,Tool advances and continuous or segmented chips form and evacuate.,metal cutting slow motion; orthogonal cutting; chip formation,Reject finished cuts without visible chip formation.,fracture impact; drilling; polishing,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Cutting forms chips when tool shear stress exceeds material strength along a shear plane.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: fracture impact; drilling; polishing",,,true,new_candidate_source
,,,,engineering_operational_systems,tooling_force_and_precision,DMR,,,ENG_TOOL_001,ENG_TOOL_001,Cutting forms chips when tool shear stress exceeds material strength along a shear plane.,Tool advances and continuous or segmented chips form and evacuate.,metal cutting slow motion; orthogonal cutting; chip formation,Reject finished cuts without visible chip formation.,fracture impact; drilling; polishing,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Cutting forms chips when tool shear stress exceeds material strength along a shear plane.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: fracture impact; drilling; polishing",,,true,new_candidate_source
,,,,engineering_operational_systems,tooling_force_and_precision,DCR,DCR_ENG_BUE_001,built-up edge,ENG_TOOL_001,ENG_TOOL_001,Cutting forms chips when tool shear stress exceeds material strength along a shear plane.,Chip/tool contact shows adhesion growth and sudden detachment at the cutting edge.,metal cutting slow motion; orthogonal cutting; chip formation,Reject clips without visible tool-edge adhesion dynamics.,continuous chip; chatter; tool wear only,,pending,pending,,pending_source_double_check,,,pending_dcr_gate,Review video first against the named dynamic concept signature; then use source page only if it specifically supports the concept/mechanism.,,built-up edge,named_dynamic_concept,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: continuous chip; chatter; tool wear only",,,true,new_candidate_source
,,,,physics_physical_systems,collisions_and_momentum,DMR,,,PHY_COL_001,PHY_COL_001,Momentum transfer in contact collisions redistributes velocity and direction.,Pre- and post-impact velocities/directions of colliding bodies visibly change.,billiard balls; carts; Newton cradle with tracked motion,Reject impacts without clear before/after motion or pure text diagrams.,friction slowing; gravitational fall; fluid drag,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Momentum transfer in contact collisions redistributes velocity and direction.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: friction slowing; gravitational fall; fluid drag",,,true,new_candidate_source
,,,,physics_physical_systems,collisions_and_momentum,DMR,,,PHY_COL_001,PHY_COL_001,Momentum transfer in contact collisions redistributes velocity and direction.,Pre- and post-impact velocities/directions of colliding bodies visibly change.,billiard balls; carts; Newton cradle with tracked motion,Reject impacts without clear before/after motion or pure text diagrams.,friction slowing; gravitational fall; fluid drag,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Momentum transfer in contact collisions redistributes velocity and direction.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: friction slowing; gravitational fall; fluid drag",,,true,new_candidate_source
,,,,physics_physical_systems,electromagnetism_and_fields,DMR,,,PHY_EM_001,PHY_EM_001,Magnetic dipoles experience torque that aligns them with an external magnetic field.,"Needles, particles, or domains rotate or align when field direction changes.",magnetic alignment particles; compass field demos; ferrofluid field videos,Reject clips with magnets touching objects directly without field-driven alignment.,electric-field migration; gravity; fluid flow,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Magnetic dipoles experience torque that aligns them with an external magnetic field.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: electric-field migration; gravity; fluid flow",,,true,new_candidate_source
,,,,physics_physical_systems,electromagnetism_and_fields,DMR,,,PHY_EM_001,PHY_EM_001,Magnetic dipoles experience torque that aligns them with an external magnetic field.,"Needles, particles, or domains rotate or align when field direction changes.",magnetic alignment particles; compass field demos; ferrofluid field videos,Reject clips with magnets touching objects directly without field-driven alignment.,electric-field migration; gravity; fluid flow,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Magnetic dipoles experience torque that aligns them with an external magnetic field.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: electric-field migration; gravity; fluid flow",,,true,new_candidate_source
,,,,physics_physical_systems,fluids_pressure_and_buoyancy,DMR,,,PHY_FLU_001,PHY_FLU_001,Bernoulli/Venturi flow couples higher speed through a constriction with lower static pressure.,Manometer/liquid column or pressure indicator changes when flow starts or constriction speed increases.,Venturi tube demos; transparent flow apparatus,Reject videos showing only a pipe shape without flow or pressure response.,capillary rise; buoyancy; siphon,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Bernoulli/Venturi flow couples higher speed through a constriction with lower static pressure.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: capillary rise; buoyancy; siphon",,,true,new_candidate_source
,,,,physics_physical_systems,fluids_pressure_and_buoyancy,DMR,,,PHY_FLU_001,PHY_FLU_001,Bernoulli/Venturi flow couples higher speed through a constriction with lower static pressure.,Manometer/liquid column or pressure indicator changes when flow starts or constriction speed increases.,Venturi tube demos; transparent flow apparatus,Reject videos showing only a pipe shape without flow or pressure response.,capillary rise; buoyancy; siphon,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Bernoulli/Venturi flow couples higher speed through a constriction with lower static pressure.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: capillary rise; buoyancy; siphon",,,true,new_candidate_source
,,,,physics_physical_systems,fluids_pressure_and_buoyancy,DCR,DCR_PHY_RT_001,Rayleigh-Taylor instability,PHY_FLU_002,PHY_FLU_002,Buoyancy depends on displaced fluid weight relative to object weight.,Finger-like plumes grow downward/upward from an unstable density interface.,density columns; ballast demonstrations; float-sink experiments,Reject clips with no visible interface evolution.,diffusion; convection cell; simple pouring,,pending,pending,,pending_source_double_check,,,pending_dcr_gate,Review video first against the named dynamic concept signature; then use source page only if it specifically supports the concept/mechanism.,,Rayleigh-Taylor instability,named_dynamic_concept,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: diffusion; convection cell; simple pouring",,,true,new_candidate_source
,,,,physics_physical_systems,motion_forces_and_energy,DMR,,,PHY_FOR_001,PHY_FOR_001,Gravity produces downward acceleration when other forces are small.,Frame-to-frame downward displacement increases or tracked velocity increases during fall.,slow-motion free-fall experiments; tracked falling objects,"Reject static falling-object images, title-only gravity claims, and clips where the object is already moving without visible acceleration.",constant velocity; buoyant rise; projectile horizontal component,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Gravity produces downward acceleration when other forces are small.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: constant velocity; buoyant rise; projectile horizontal component",,,true,new_candidate_source
,,,,physics_physical_systems,motion_forces_and_energy,DMR,,,PHY_FOR_001,PHY_FOR_001,Gravity produces downward acceleration when other forces are small.,Frame-to-frame downward displacement increases or tracked velocity increases during fall.,slow-motion free-fall experiments; tracked falling objects,"Reject static falling-object images, title-only gravity claims, and clips where the object is already moving without visible acceleration.",constant velocity; buoyant rise; projectile horizontal component,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Gravity produces downward acceleration when other forces are small.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: constant velocity; buoyant rise; projectile horizontal component",,,true,new_candidate_source
,,,,physics_physical_systems,motion_forces_and_energy,DCR,DCR_PHY_MAGNUS_001,banana kick / curveball,PHY_FOR_002,PHY_FOR_002,Projectile motion combines nearly constant horizontal velocity with vertical gravitational acceleration.,A spinning ball follows a visibly curved path after launch.,projectile demonstrations; ball toss slow motion; tracked motion analysis,Reject clips without visible curved trajectory or without evidence of spin.,ordinary projectile arc; knuckleball; straight kick,,pending,pending,,pending_source_double_check,,,pending_dcr_gate,Review video first against the named dynamic concept signature; then use source page only if it specifically supports the concept/mechanism.,,banana kick / curveball,named_dynamic_concept,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: ordinary projectile arc; knuckleball; straight kick",,,true,new_candidate_source
,,,,physics_physical_systems,oscillation_rotation_and_vibration,DMR,,,PHY_OSC_001,PHY_OSC_001,A pendulum exchanges gravitational potential energy and kinetic energy over each swing.,Speed is highest near the bottom and lowest near the turning points over repeated cycles.,pendulum slow motion; tracked pendulum motion,Reject static pendulum images or clips without at least one full swing.,linear fall; rotating disk; fluid wave,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,A pendulum exchanges gravitational potential energy and kinetic energy over each swing.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: linear fall; rotating disk; fluid wave",,,true,new_candidate_source
,,,,physics_physical_systems,oscillation_rotation_and_vibration,DMR,,,PHY_OSC_001,PHY_OSC_001,A pendulum exchanges gravitational potential energy and kinetic energy over each swing.,Speed is highest near the bottom and lowest near the turning points over repeated cycles.,pendulum slow motion; tracked pendulum motion,Reject static pendulum images or clips without at least one full swing.,linear fall; rotating disk; fluid wave,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,A pendulum exchanges gravitational potential energy and kinetic energy over each swing.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: linear fall; rotating disk; fluid wave",,,true,new_candidate_source
,,,,physics_physical_systems,oscillation_rotation_and_vibration,DCR,DCR_PHY_DIVE_001,somersault twist dive,PHY_OSC_003,PHY_OSC_003,Resonance amplifies motion when periodic forcing matches a natural frequency.,"The diver transitions through takeoff, somersault, twist, and entry.",driven pendulum; resonance table; vibrating structure experiments,"Reject clips missing takeoff or entry, or where twist count is not visible.",plain somersault; cartwheel dive; static pose,,pending,pending,,pending_source_double_check,,,pending_dcr_gate,Review video first against the named dynamic concept signature; then use source page only if it specifically supports the concept/mechanism.,,somersault twist dive,named_dynamic_concept,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: plain somersault; cartwheel dive; static pose",,,true,new_candidate_source
,,,,physics_physical_systems,surface_and_capillary_processes,DMR,,,PHY_SUR_001,PHY_SUR_001,"Surface tension minimizes liquid surface area, driving droplets to retract and round.","Elongated drops retract, oscillate, or relax toward rounder shapes.",droplet relaxation slow motion; liquid bridge relaxation,Reject still droplets or splash-only clips without relaxation dynamics.,gravity fall; wetting spread; evaporation,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,"Surface tension minimizes liquid surface area, driving droplets to retract and round.",transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: gravity fall; wetting spread; evaporation",,,true,new_candidate_source
,,,,physics_physical_systems,surface_and_capillary_processes,DMR,,,PHY_SUR_001,PHY_SUR_001,"Surface tension minimizes liquid surface area, driving droplets to retract and round.","Elongated drops retract, oscillate, or relax toward rounder shapes.",droplet relaxation slow motion; liquid bridge relaxation,Reject still droplets or splash-only clips without relaxation dynamics.,gravity fall; wetting spread; evaporation,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,"Surface tension minimizes liquid surface area, driving droplets to retract and round.",transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: gravity fall; wetting spread; evaporation",,,true,new_candidate_source
,,,,physics_physical_systems,surface_and_capillary_processes,DCR,DCR_PHY_CAP_001,capillary rise,PHY_SUR_002,PHY_SUR_002,Capillary action draws wetting liquids through narrow pores or tubes.,"A liquid front rises or advances through a narrow tube, paper, or porous structure.",capillary rise; paper wicking; porous media wetting,Reject clips where liquid is simply poured or already at final height.,bulk pouring; diffusion cloud; surface beading,,pending,pending,,pending_source_double_check,,,pending_dcr_gate,Review video first against the named dynamic concept signature; then use source page only if it specifically supports the concept/mechanism.,,capillary rise,named_dynamic_concept,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: bulk pouring; diffusion cloud; surface beading",,,true,new_candidate_source
,,,,physics_physical_systems,thermal_physical_response,DMR,,,PHY_THR_001,PHY_THR_001,Differential thermal expansion bends bonded materials when heated.,Composite strip or bonded structure curves as temperature changes.,bimetallic strip; thermal expansion demos,Reject heating clips without visible deformation or temperature-linked response.,plastic deformation by force; pendulum; melting,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Differential thermal expansion bends bonded materials when heated.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: plastic deformation by force; pendulum; melting",,,true,new_candidate_source
,,,,physics_physical_systems,thermal_physical_response,DMR,,,PHY_THR_001,PHY_THR_001,Differential thermal expansion bends bonded materials when heated.,Composite strip or bonded structure curves as temperature changes.,bimetallic strip; thermal expansion demos,Reject heating clips without visible deformation or temperature-linked response.,plastic deformation by force; pendulum; melting,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Differential thermal expansion bends bonded materials when heated.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: plastic deformation by force; pendulum; melting",,,true,new_candidate_source
,,,,physics_physical_systems,thermal_physical_response,DCR,DCR_PHY_LEIDEN_001,Leidenfrost effect,PHY_THR_002,PHY_THR_002,The Leidenfrost effect forms a vapor layer that delays contact boiling and lets droplets glide.,"Droplets skitter, glide, or persist on a hot surface instead of immediately boiling away.",Leidenfrost droplet slow motion; hot plate demos,Reject ordinary boiling without gliding or vapor-layer behavior.,ordinary boiling; wetting spread; evaporation,,pending,pending,,pending_source_double_check,,,pending_dcr_gate,Review video first against the named dynamic concept signature; then use source page only if it specifically supports the concept/mechanism.,,Leidenfrost effect,named_dynamic_concept,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: ordinary boiling; wetting spread; evaporation",,,true,new_candidate_source
,,,,biology_living_systems,animal_locomotion_and_biomechanics,DMR,,,BIO_LOC_002,BIO_LOC_002,Peristaltic locomotion uses contraction waves plus alternating anchors to move soft bodies.,Soft body shortens/extends in waves while contact points shift and the body advances.,caterpillar crawling; earthworm peristalsis; soft robot peristalsis,Reject legged walking where no contraction wave is visible.,jet propulsion; tripod gait; passive drift,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Peristaltic locomotion uses contraction waves plus alternating anchors to move soft bodies.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: jet propulsion; tripod gait; passive drift",,,true,new_candidate_source
,,,,biology_living_systems,animal_locomotion_and_biomechanics,DMR,,,BIO_LOC_002,BIO_LOC_002,Peristaltic locomotion uses contraction waves plus alternating anchors to move soft bodies.,Soft body shortens/extends in waves while contact points shift and the body advances.,caterpillar crawling; earthworm peristalsis; soft robot peristalsis,Reject legged walking where no contraction wave is visible.,jet propulsion; tripod gait; passive drift,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Peristaltic locomotion uses contraction waves plus alternating anchors to move soft bodies.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: jet propulsion; tripod gait; passive drift",,,true,new_candidate_source
,,,,biology_living_systems,animal_locomotion_and_biomechanics,DCR,DCR_BIO_JET_001,jet propulsion swimming,BIO_LOC_001,BIO_LOC_001,Jet propulsion follows momentum conservation: expelled fluid creates opposite reaction thrust.,A bell or mantle contracts and the body moves opposite the expelled fluid.,jellyfish propulsion; squid jet propulsion; scallop jet movement,Reject swimming clips without visible contraction-pulse displacement.,flapping lift; undulation; crawling,,pending,pending,,pending_source_double_check,,,pending_dcr_gate,Review video first against the named dynamic concept signature; then use source page only if it specifically supports the concept/mechanism.,,jet propulsion swimming,named_dynamic_concept,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: flapping lift; undulation; crawling",,,true,new_candidate_source
