candidate_id,source_url,source_platform,license_or_usage_note,raw_duration_sec,suggested_start_sec,suggested_end_sec,initial_category,candidate_knowledge_point,why_dynamic,collector_notes,priority_score,review_flags,first_pass_decision,reviewer_notes
candidate_000083,https://commons.wikimedia.org/wiki/File:Corona.ogv,wikimedia_commons,CC BY-SA 4.0; Creative Commons Attribution-Share Alike 4.0; artist metadata present,21.0,0.0,21.0,chemistry_material_change,Combustion requires fuel and oxygen.,Collected from Category:Videos of burning candles; requires review for visible temporal evidence.,auto_collected; commons_title=File:Corona.ogv; category=Category:Videos of burning candles; Many ordinary flame videos; filter aggressively.,3,noisy_source_or_mapping,,
candidate_000080,https://commons.wikimedia.org/wiki/File:CandleGettingBlownOut.ogv,wikimedia_commons,CC BY-SA 3.0; Creative Commons Attribution-Share Alike 3.0; artist metadata present,17.5,0.0,17.5,chemistry_material_change,Combustion requires fuel and oxygen.,Collected from Category:Videos of burning candles; requires review for visible temporal evidence.,auto_collected; commons_title=File:CandleGettingBlownOut.ogv; category=Category:Videos of burning candles; Many ordinary flame videos; filter aggressively.,3,noisy_source_or_mapping,,
candidate_000008,https://commons.wikimedia.org/wiki/File:Iodine_Clock_Reaction.ogv,wikimedia_commons,CC BY 3.0 listed on file page verify before final use,126.0,0.0,45.0,chemistry_material_change,Some chemical reactions produce color change.,Delayed color change appears after mixing and requires temporal observation.,Needs trimming and subtitle check.,3,needs_trim,,
candidate_000101,https://commons.wikimedia.org/wiki/File:Eu_esit%C3%B6_(video).ogv,wikimedia_commons,CC BY-SA 4.0; Creative Commons Attribution-Share Alike 4.0; artist metadata present,7.9,0.0,7.9,biology_life_processes,Seed germination involves root and shoot emergence.,Collected from Category:Videos of plants; requires review for visible temporal evidence.,auto_collected; commons_title=File:Eu esitö (video).ogv; category=Category:Videos of plants; Broad; likely noisy.,3,noisy_source_or_mapping,,
candidate_000100,https://commons.wikimedia.org/wiki/File:Electrostatic-Charge-on-Flying-Hummingbirds-and-Its-Potential-Role-in-Pollination-pone.0138003.s001.ogv,wikimedia_commons,CC BY 4.0; Creative Commons Attribution 4.0; artist metadata present,13.4,0.0,13.4,biology_life_processes,Seed germination involves root and shoot emergence.,Collected from Category:Videos of plants; requires review for visible temporal evidence.,auto_collected; commons_title=File:Electrostatic-Charge-on-Flying-Hummingbirds-and-Its-Potential-Role-in-Pollination-pone.0138003.s001.ogv; category=Category:Videos of plants; Broad; likely noisy.,3,noisy_source_or_mapping,,
candidate_000017,https://commons.wikimedia.org/wiki/File:Spring_is_creeping_in.webm,wikimedia_commons,wikimedia_commons_license_verify_on_page,112.0,0.0,60.0,biology_life_processes,Seed germination involves root and shoot emergence.,Sprouting plants change visibly over time in a time lapse.,May duplicate sabzeh source and needs review.,3,needs_trim,,
candidate_000016,https://commons.wikimedia.org/wiki/File:Sabzeh_sprouting_seeds_timelapse.webm,wikimedia_commons,wikimedia_commons_license_verify_on_page,112.0,0.0,60.0,biology_life_processes,Seed germination involves root and shoot emergence.,Roots and shoots emerge progressively over multiple frames.,Longer than target but can be clipped.,3,needs_trim,,
candidate_000058,https://commons.wikimedia.org/wiki/File:De_2e_voetballoze_zondag_Weeknummer_61-06_-_Open_Beelden_-_49287.ogv,wikimedia_commons,CC BY-SA 3.0 nl; Creative Commons Attribution-Share Alike 3.0 nl; artist metadata present,61.5,0.0,30.0,physics_mechanics,Collisions transfer momentum between objects.,Collected from Category:Videos of billiards; requires review for visible temporal evidence.,auto_collected; commons_title=File:De 2e voetballoze zondag Weeknummer 61-06 - Open Beelden - 49287.ogv; category=Category:Videos of billiards; Collision candidates; may need short clips.,2,needs_trim,,
candidate_000057,https://commons.wikimedia.org/wiki/File:Citybeat_-_Guitarist_Snooker_Champ_Michael_Laucke.ogv,wikimedia_commons,CC BY-SA 4.0; Creative Commons Attribution-Share Alike 4.0; artist metadata present,172.5,0.0,30.0,physics_mechanics,Collisions transfer momentum between objects.,Collected from Category:Videos of billiards; requires review for visible temporal evidence.,auto_collected; commons_title=File:Citybeat - Guitarist Snooker Champ Michael Laucke.ogv; category=Category:Videos of billiards; Collision candidates; may need short clips.,2,needs_trim,,
candidate_000052,https://commons.wikimedia.org/wiki/File:Bezoek_aan_een_dames_biljart_club-512468.ogv,wikimedia_commons,CC BY-SA 3.0 nl; Creative Commons Attribution-Share Alike 3.0 nl; artist metadata present,72.7,0.0,30.0,physics_mechanics,Collisions transfer momentum between objects.,Collected from Category:Videos of billiards; requires review for visible temporal evidence.,auto_collected; commons_title=File:Bezoek aan een dames biljart club-512468.ogv; category=Category:Videos of billiards; Collision candidates; may need short clips.,2,needs_trim,,
candidate_000050,https://commons.wikimedia.org/wiki/File:Arie_Bos_Nederlands_kampioen_biljarten_driebanden-524299.ogv,wikimedia_commons,CC BY-SA 3.0 nl; Creative Commons Attribution-Share Alike 3.0 nl; artist metadata present,96.5,0.0,30.0,physics_mechanics,Collisions transfer momentum between objects.,Collected from Category:Videos of billiards; requires review for visible temporal evidence.,auto_collected; commons_title=File:Arie Bos Nederlands kampioen biljarten driebanden-524299.ogv; category=Category:Videos of billiards; Collision candidates; may need short clips.,2,needs_trim,,
candidate_000131,https://commons.wikimedia.org/wiki/File:Nanoparticle-Induced-Cell-Magneto-Rotation-Monitoring-Morphology-Stress-and-Drug-Sensitivity-of-a-pone.0028475.s009.ogv,wikimedia_commons,CC BY 2.5; Creative Commons Attribution 2.5; artist metadata present,120.0,0.0,45.0,everyday_causal_mechanisms,Magnetic fields can align or attract ferromagnetic materials.,Collected from Category:Videos of magnetic fields; requires review for visible temporal evidence.,auto_collected; commons_title=File:Nanoparticle-Induced-Cell-Magneto-Rotation-Monitoring-Morphology-Stress-and-Drug-Sensitivity-of-a-pone.0028475.s009.ogv; category=Category:Videos of magnetic fields; May not exist; use if found.,2,needs_trim,,
candidate_000128,https://commons.wikimedia.org/wiki/File:Microgravity-simulation-by-diamagnetic-levitation-effects-of-a-strong-gradient-magnetic-field-on-1471-2164-13-52-S2.ogv,wikimedia_commons,CC BY 2.0; Creative Commons Attribution 2.0; artist metadata present,599.7,0.0,45.0,everyday_causal_mechanisms,Magnetic fields can align or attract ferromagnetic materials.,Collected from Category:Videos of magnetic fields; requires review for visible temporal evidence.,auto_collected; commons_title=File:Microgravity-simulation-by-diamagnetic-levitation-effects-of-a-strong-gradient-magnetic-field-on-1471-2164-13-52-S2.ogv; category=Category:Videos of magnetic fields; May not exist; use if found.,2,needs_trim,,
candidate_000034,https://commons.wikimedia.org/wiki/File:Sheets_of_Ice_on_the_Mississippi_River_(15405314334).webm,wikimedia_commons,Public domain; Public domain; artist metadata present,0.0,0.0,30.0,chemistry_material_change,A solid can absorb heat and melt into a liquid.,Collected from Category:Time-lapse videos of ice; requires review for visible temporal evidence.,auto_collected; commons_title=File:Sheets of Ice on the Mississippi River (15405314334).webm; category=Category:Time-lapse videos of ice; Good source for phase-change candidates.,2,missing_duration,,
candidate_000033,https://commons.wikimedia.org/wiki/File:Seasonal_Changes_in_Arctic_Sea_Ice_-_Summer%2C_2009_(3988013764).webm,wikimedia_commons,Public domain; Public domain; artist metadata present,0.0,0.0,30.0,chemistry_material_change,A solid can absorb heat and melt into a liquid.,Collected from Category:Time-lapse videos of ice; requires review for visible temporal evidence.,"auto_collected; commons_title=File:Seasonal Changes in Arctic Sea Ice - Summer, 2009 (3988013764).webm; category=Category:Time-lapse videos of ice; Good source for phase-change candidates.",2,missing_duration,,
candidate_000031,https://commons.wikimedia.org/wiki/File:Radar_images_capture_new_Antarctic_mega-iceberg_ESA475391.webm,wikimedia_commons,Attribution; artist metadata present,0.0,0.0,30.0,chemistry_material_change,A solid can absorb heat and melt into a liquid.,Collected from Category:Time-lapse videos of ice; requires review for visible temporal evidence.,auto_collected; commons_title=File:Radar images capture new Antarctic mega-iceberg ESA475391.webm; category=Category:Time-lapse videos of ice; Good source for phase-change candidates.,2,missing_duration,,
candidate_000025,https://commons.wikimedia.org/wiki/File:STEMonstrations-_Water_Filtration.webm,wikimedia_commons,NASA public domain listed on file page verify before final use,191.0,0.0,60.0,procedural_operational_principles,Filtering separates solids from liquids by particle size.,The clip discusses and shows filtration processes over time.,Likely narration leak; keep only if visual segment works without transcript.,1,needs_trim;noisy_source_or_mapping,,
candidate_000029,https://commons.wikimedia.org/wiki/File:Torsion_spring_animation.ogv,wikimedia_commons,wikimedia_commons_license_verify_on_page,4.2,0.0,4.2,physics_mechanics,Elastic materials restore shape after deformation.,The spring oscillates after deformation over repeated frames.,Slightly below target duration but useful as controlled animation candidate.,1,too_short,,
candidate_000022,https://commons.wikimedia.org/wiki/File:STEMonstrations-_Surface_Tension.webm,wikimedia_commons,wikimedia_commons_license_verify_on_page,164.0,0.0,60.0,everyday_causal_mechanisms,Surface tension can support small objects or droplets.,The video contains demonstrations where water surface behavior changes over time.,Likely narration heavy; needs subtitle-only rejection check.,1,needs_trim;noisy_source_or_mapping,,
candidate_000064,https://commons.wikimedia.org/wiki/File:Cap_4.2_-_Ensaio_de_desbalanceamento.ogv,wikimedia_commons,CC BY 3.0; Creative Commons Attribution 3.0; artist metadata present,82.0,0.0,60.0,physics_mechanics,A pendulum exchanges gravitational potential energy and kinetic energy.,Collected from Category:Videos of oscillation; requires review for visible temporal evidence.,auto_collected; commons_title=File:Cap 4.2 - Ensaio de desbalanceamento.ogv; category=Category:Videos of oscillation; Broader oscillation category; requires review.,0,needs_trim;noisy_source_or_mapping,,
candidate_000061,https://commons.wikimedia.org/wiki/File:Cap_1.3_-_Demonstracao_pontos_de_aquisicao.ogv,wikimedia_commons,CC BY 3.0; Creative Commons Attribution 3.0; artist metadata present,83.1,0.0,60.0,physics_mechanics,A pendulum exchanges gravitational potential energy and kinetic energy.,Collected from Category:Videos of oscillation; requires review for visible temporal evidence.,auto_collected; commons_title=File:Cap 1.3 - Demonstracao pontos de aquisicao.ogv; category=Category:Videos of oscillation; Broader oscillation category; requires review.,0,needs_trim;noisy_source_or_mapping,,
