video_id,domain,subdomain,concept_id,knowledge_point_en,knowledge_point_zh,concept_type,validity_tier,duration_sec,local_media,evidence_summary
vdcr_000034,earth_environmental_systems,earth_family_07,vdcr_concept_0232,Dust Storm Front Propagation,尘暴锋面推进,自然动态机制,strict_main_candidate,17.441,media/vdcr_commons_manual_round4_v1/vdcr_commons_mr4_000007.webm,"New Commons ground-view clip shows a coherent dust wall advancing across the city and engulfing the camera view; the dynamic front propagation, not the static dust color alone, supports the named concept."
vdcr_000035,earth_environmental_systems,earth_family_06,vdcr_concept_0225,Buoyancy-Driven Smoke Plume Rise,浮力驱动烟羽上升,自然动态机制,strict_main_candidate,4.104,media/vdcr_commons_manual_round4_v1/vdcr_commons_mr4_000010.webm,New Commons/NOAA satellite loop shows multiple wildfire smoke plumes generated from hot spots and spreading upward/downwind over time; the answer is a buoyant smoke-plume dynamic rather than a static smoke map.
vdcr_000040,earth_environmental_systems,earth_family_04,vdcr_concept_0210,Pyroclastic Density Current,火山碎屑密度流,自然动态机制,core_main,25.017,media/vdcr_commons_manual_segments_round8_v1/vdcr_commons_mr8_000001_noaudio.webm,"New Commons/PHIVOLCS footage shows an explosive eruption producing a dense grey current spreading close to the volcano flank after plume development; visible timestamps and PHIVOLCS watermark do not reveal the target concept, and the admitted local media is a no-audio derivative."
vdcr_000041,earth_environmental_systems,earth_family_02,vdcr_concept_0196,Meander Neck Cutoff,曲流河裁弯取直,自然动态机制,core_main,5.6,media/vdcr_commons_manual_round8_v1/vdcr_commons_mr8_000003.gif,"New Commons animated satellite sequence shows meander bends migrating, a neck cutoff forming, and abandoned loop morphology emerging across dated frames; date and scale overlays do not reveal the answer, and the named concept requires the multi-year temporal sequence."
vdcr_000049,earth_environmental_systems,earth_family_03,vdcr_concept_0209,Debris-Flow Surge Propagation,泥石流脉冲推进,自然动态机制,strict_main_candidate,40.0,media/vdcr_commons_manual_segments_round12_v1/vdcr_commons_mr12_000002_seg_000000_040000_noaudio.webm,New no-audio Commons segment shows a coarse debris-laden surge front moving through a village channel with dust and bouldery material advancing over time; the named concept depends on the surge propagation sequence rather than a static muddy deposit.
vdcr_000050,earth_environmental_systems,earth_family_08,vdcr_concept_0234,Plunging Breaker,卷破波,自然动态机制,strict_main_candidate,8.75,media/vdcr_commons_manual_round12_v1/vdcr_commons_mr12_000003.gif,"New Commons wave-flume-derived animation shows the wave crest steepening, pitching forward, curling over, and collapsing into foam; no answer text is visible, and the concept requires the crest-overturning sequence."
vdcr_000051,earth_environmental_systems,earth_family_06,vdcr_concept_0227,Pyrocumulus Development,火积云发展,自然动态机制,strict_main_candidate,5.272,media/vdcr_commons_manual_round12_v1/vdcr_commons_mr12_000005.webm,"New Commons/NOAA no-label satellite loop shows wildfire heat sources feeding bright convective cloud billows that grow and expand above smoke plumes; NOAA/CIRA logos do not reveal the answer, and the concept depends on temporal cloud development rather than a static smoke plume."
vdcr_000058,earth_environmental_systems,earth_family_02,vdcr_concept_0201,Turbidity Current Propagation,浊流推进,自然动态机制,strict_main_candidate,43.009,media/vdcr_segments_pilot_v1/vdcr_commons_mr15_000004_seg_036000_079000_clean.webm,"New clean segment shows a dense dyed sediment-laden gravity current propagating through a flume, forming a visible head/body, overtopping a sill, and accelerating down a slope with billowing entrainment. A single frame can show colored water, but the named concept requires the temporal propagation of the turbidity current front; final release must audit the CC BY-NC-SA license."
vdcr_000063,earth_environmental_systems,earth_family_01,vdcr_concept_0192,Tornadogenesis,龙卷生成,自然动态机制,core_main,36.217,media/vdcr_segments_pilot_v1/vdcr_commons_mr17_000006_seg_000000_036218_clean.webm,"New clean no-audio time-lapse shows a low rotating cloud base developing a funnel that grows downward into a visible tornado-like vortex and later weakens. A single mature-funnel frame creates some static shortcut risk, but the admitted concept is the formation sequence, so final review should keep the early-to-mature temporal transition as the required evidence."
vdcr_000068,earth_environmental_systems,earth_family_02,vdcr_concept_0198,River Avulsion,河流决口改道,自然动态机制,strict_main_candidate,3.9,media/vdcr_commons_manual_round18_v1/vdcr_commons_mr18_000005.mp4,"New no-label Google Earth Timelapse video shows the Kosi River channel network reorganizing as flow shifts from older channels into newly occupied pathways across the fan. A single satellite frame shows braided channels, but the named concept requires observing channel abandonment and relocation over time rather than ordinary static river morphology."
vdcr_000075,earth_environmental_systems,earth_family_09,vdcr_concept_0241,Headward Erosion,溯源侵蚀,自然动态机制,strict_main_candidate,15.942,media/vdcr_commons_manual_round20_v1/vdcr_commons_mr20_000010.ogv,"New Commons video shows sand on a slope collapsing and the erosion head retreating upward/backward, forming a dendritic erosion pattern through time. A single frame can show a sand scar, but the named concept requires observing the erosional head migrate headward during the collapse sequence."
vdcr_000079,earth_environmental_systems,earth_family_02,vdcr_concept_0199,Braided Channel Migration,辫状河道迁移,自然动态机制,strict_main_candidate,47.967,media/vdcr_segments_pilot_v1/vdcr_commons_mr21_000008_metadata_clean.mp4,"New metadata-stripped NASA/Commons satellite animation derivative shows a braided river repeatedly shifting active channels, abandoning threads, and redrawing mid-channel bars across years. A single satellite frame can show a braided planform, but the named concept requires observing channel migration and reorganization through time."
vdcr_000083,earth_environmental_systems,earth_family_02,vdcr_concept_0204,Internal Wave Propagation,内波传播,自然动态机制,strict_main_candidate,31.6,media/vdcr_segments_pilot_v1/vdcr_commons_mr23_000004_metadata_clean.mp4,"New metadata-stripped no-audio derivative shows a temperature-anomaly field repeatedly propagating and oscillating across an instrumented ocean-drifter array. It is a strict scientific visualization sample: a single map frame shows only an anomaly field, while the named concept depends on the coherent propagation through time."
vdcr_000087,earth_environmental_systems,earth_family_08,vdcr_concept_0237,Rip Current Formation,近岸裂流形成,自然动态机制,strict_main_candidate,12.04,media/vdcr_segments_pilot_v1/vdcr_commons_mr26_000004_seg_066000_078000_clean.mp4,"New no-audio metadata-stripped derivative cuts the source video to a textless 66-78s window showing localized offshore-directed return flow and channel-like disruption through incoming nearshore waves. A single frame can show only a beach surf scene, but the named concept requires observing the evolving localized return-current pattern over time."
vdcr_000091,earth_environmental_systems,earth_family_01,vdcr_concept_0190,Downburst / Microburst Outflow,下击暴流出流扩散,自然动态机制,core_main,29.8,media/vdcr_segments_pilot_v1/vdcr_commons_mr29_000001_metadata_clean.mp4,"New no-audio metadata-stripped derivative shows a sudden, localized near-surface wind/rain burst sweeping laterally across a neighborhood scene, obscuring visibility and bending vegetation/building-edge rain sheets over time. A single frame only indicates severe rain or wind; the named concept requires the temporal burst/outflow signature, so this passes strict gate as Downburst / Microburst Outflow with final release review recommended."
vdcr_000093,earth_environmental_systems,earth_family_09,vdcr_concept_0240,Gully Headcut Retreat,沟蚀扩展,自然动态机制,core_main,15.916,media/vdcr_segments_pilot_v1/vdcr_commons_mr31_000003_metadata_clean.mp4,"Metadata-clean derivative shows the headcut/erosional head expanding and retreating upslope over the sequence. A single frame shows eroded topography, but the named concept depends on the temporal migration of the erosional head, so it passes as Gully Headcut Retreat rather than generic erosion."
vdcr_000100,earth_environmental_systems,earth_family_06,vdcr_concept_0226,Wind-Driven Fire-Front Propagation,阵风驱动火线推进,自然动态机制,strict_main_candidate,19.519,media/vdcr_segments_pilot_v1/vdcr_commons_mr35_000001_crop_metadata_clean.mp4,"The cleaned Commons/NOAA satellite segment shows active fire detections and bright fire-front regions rapidly expanding and migrating across frames. A single frame only shows isolated hotspots; the named concept requires observing the front propagation over time. The source page double-checks strong-wind/cold-front forcing, while the video itself provides the front-growth evidence. Logo, audio, and metadata were removed."
vdcr_000104,earth_environmental_systems,earth_family_10,vdcr_concept_0247,Seismic Wave Propagation,地震波传播,自然动态机制,strict_main_candidate,75.1,media/vdcr_segments_pilot_v1/vdcr_commons_mr37_000001_crop_metadata_clean.mp4,"Cropped metadata-clean USGS/Commons animation shows a colored ground-motion intensity field propagating outward across the Bay Area map over time. A single frame only shows a spatial intensity pattern; the target concept requires observing the advancing wave/ground-motion front. The source page double-checks the earthquake and seismic-wave context, but the video itself supplies the propagation evidence. Original title, time legend, intensity legend, audio, and source metadata were removed; residual city labels do not disclose the answer concept."
vdcr_000107,earth_environmental_systems,earth_family_02,vdcr_concept_0197,Cutbank Erosion / Point-Bar Deposition,凹岸侵蚀与凸岸沉积,自然动态机制,strict_main_candidate,55.9,media/vdcr_segments_pilot_v1/vdcr_commons_mr41_000001_crop_metadata_clean.mp4,"Cropped metadata-clean Commons/NASA Landsat time-series shows Padma River channel boundaries migrating over multiple years, with outer-bank retreat/cutbank erosion and exposed light-toned sand/bar accretion along opposite or inner banks. A single satellite frame can show a braided river planform, but the target concept requires observing bank-line retreat and bar/deposition growth across the temporal sequence. The source page double-checks the Padma River time-series context, but the pass decision relies on visible channel-boundary and bar-morphology evolution in the video. Bottom year labels, audio, and source metadata were removed."
vdcr_000111,earth_environmental_systems,earth_family_07,vdcr_concept_0231,Dune Slip-Face Grain Avalanche,沙丘滑移面颗粒雪崩,自然动态机制,strict_main_candidate,7.107,media/vdcr_segments_pilot_v1/vdcr_public_mr45_000001_dune_slip_face_grain_avalanche_trim_crop_clean.mp4,"Cropped metadata-clean NPS segment shows a sand slope/slip face where granular material loses stability and moves downslope as a localized avalanche tongue/fan over time. A single frame can show a sandy slope or a static erosion scar, but the target concept requires observing the granular flow initiating, spreading, and relaxing along the dune slip face. The source page discusses singing sand and dune avalanches, but the pass decision relies on the visible time-evolving slip-face grain flow. The accepted derivative removes the raw video audio, opening park/title text, bottom captions, and end logo."
vdcr_000003,physics_physical_systems,physics_family_04,vdcr_concept_0025,Dzhanibekov Effect / Tennis Racket Theorem,贾尼别科夫效应/网球拍定理,自然动态机制,core_main,28.934,media/vdcr_segments_pilot_v1/vdcr_archive_only_000025_seg_005000_034000.mp4,Trimmed segment removes the opening title; visible object undergoes intermediate-axis flip dynamics without answer text.
vdcr_000005,physics_physical_systems,physics_family_03,vdcr_concept_0023,Double Pendulum Chaos,双摆混沌,自然动态机制,strict_main_candidate,141.6,media/vdcr_segments_pilot_v1/vdcr_archive_b04_000014_seg_003000_145000.mp4,Trimmed segment removes title card; double-pendulum apparatus exhibits nonperiodic trajectory changes without answer text.
vdcr_000022,physics_physical_systems,physics_family_01,vdcr_concept_0008,Hydraulic Jump,水跃,自然动态机制,core_main,35.0,media/vdcr_commons_manual_segments_round1_v1/vdcr_commons_mr1_000006_seg_020000_055000.mp4,New Commons segment removes the Russian title card and later schematic; visible circular jump boundary forms around the vertical jet without answer text.
vdcr_000023,physics_physical_systems,physics_family_01,vdcr_concept_0002,Vortex Shedding / Karman Vortex Street,周期涡脱落/卡门涡街,自然动态机制,core_main,5.239,media/vdcr_commons_manual_round2_v1/vdcr_commons_mr2_000001.ogv,"New Commons raw clip shows alternating dye-marked vortices shed downstream of a cylinder in a water channel; no answer text is visible, and the concept depends on the temporal alternating wake pattern."
vdcr_000024,physics_physical_systems,physics_family_02,vdcr_concept_0014,Leidenfrost Droplet Motion,莱顿弗罗斯特液滴运动,自然动态机制,strict_main_candidate,17.512,media/vdcr_commons_manual_round2_v1/vdcr_commons_mr2_000002.webm,"New Commons raw clip shows water droplets skittering and persisting on a hot metal pan rather than instantly wetting or boiling; no answer text is visible, and the temporal droplet motion is the discriminative cue."
vdcr_000025,physics_physical_systems,physics_family_02,vdcr_concept_0012,Capillary-Driven Jet/Thread Breakup,毛细驱动射流/液丝断裂,自然动态机制,strict_main_candidate,9.4,media/vdcr_commons_manual_round2_v1/vdcr_commons_mr2_000003.webm,"New Commons raw clip shows liquid necking and breakup across capillary flow geometries; the named process is defined by the time-evolving thinning and droplet separation, with no answer text in-frame."
vdcr_000036,physics_physical_systems,physics_family_04,vdcr_concept_0028,Brazil Nut Effect,巴西坚果效应,自然动态机制,core_main,18.073,media/vdcr_commons_manual_round5_v1/vdcr_commons_mr5_000001.webm,"New Commons raw clip shows large cereal/nut pieces rising through a vibrated granular mixture to the surface; no answer text is visible, and the concept depends on the time-evolving granular segregation rather than a static package view."
vdcr_000037,physics_physical_systems,physics_family_02,vdcr_concept_0013,Liquid Bridge Pinch-Off,液桥颈缩断裂,自然动态机制,strict_main_candidate,7.513,media/vdcr_commons_manual_round5_v1/vdcr_commons_mr5_000003.webm,"New Commons reviewed-source clip shows a pendant liquid bridge neck thinning until topological breakup and satellite droplets form; no answer text is visible, and the named concept requires observing the necking-to-pinch-off sequence."
vdcr_000042,physics_physical_systems,physics_family_01,vdcr_concept_0004,Kelvin-Helmholtz Instability,开尔文-亥姆霍兹不稳定性,自然动态机制,core_main,8.267,media/vdcr_commons_manual_round9_v1/vdcr_commons_mr9_000001.ogv,"New Commons public-domain simulation cleanly shows shear-interface billows rolling up and mixing over time; no visible answer text, and the named instability requires observing the temporal roll-up sequence."
vdcr_000043,physics_physical_systems,physics_family_05,vdcr_concept_0039,Vortex Ring Formation,涡环形成,自然动态机制,core_main,32.533,media/vdcr_commons_manual_segments_round9_v1/vdcr_commons_mr9_000002_seg_003000_355000_noaudio.mp4,New no-audio segment removes the opening schematic/text and shows an X-ray drop-impact sequence where a toroidal vortex ring forms and propagates; the concept depends on the evolving ring trajectory rather than a single splash frame.
vdcr_000052,physics_physical_systems,physics_family_01,vdcr_concept_0003,Cavitation Bubble Growth and Collapse,空化泡生长与塌缩,自然动态机制,core_main,56.14,media/vdcr_commons_manual_round13_v1/vdcr_commons_mr13_000001.ogv,"New Commons transparent gear-pump video shows vapor cavities and bubble clouds appearing, growing, collapsing, and being swept through the gear teeth; no answer text or audio stream is present, and the concept depends on temporal bubble/cloud dynamics rather than a static pump view."
vdcr_000057,physics_physical_systems,physics_family_04,vdcr_concept_0024,Gyroscopic Precession,陀螺进动,自然动态机制,core_main,2.1,media/vdcr_commons_manual_round15_v1/vdcr_commons_mr15_000001.gif,New public-domain Commons GIF has no answer text and shows a spinning gyroscope whose tilted axis sweeps around in a continuous precessional path. A single frame only shows gyroscope orientation; the named concept requires observing the axis direction changing over time under rotational dynamics.
vdcr_000064,physics_physical_systems,physics_family_02,vdcr_concept_0009,Rayleigh-Plateau Breakup,瑞利-普拉托断裂,自然动态机制,core_main,4.0,media/vdcr_commons_manual_round17_v1/vdcr_commons_mr17_000007.ogv,"New silent Commons video shows a pendant water drop forming a narrowing neck, the neck breaking, and a main drop plus small satellite droplets separating under capillary instability. It is a near neighbor of generic capillary breakup, so final sampling should preserve the Rayleigh-Plateau necking-and-breakup sequence as the discriminative evidence."
vdcr_000065,physics_physical_systems,physics_family_02,vdcr_concept_0015,Marangoni-Driven Flow,马兰戈尼驱动流,自然动态机制,strict_main_candidate,5.6,media/vdcr_commons_manual_round18_v1/vdcr_commons_mr18_000001.ogv,"New Commons/Scientific Reports video shows a surface-tension-gradient-driven interfacial flow: the dyed region and adjacent interface are advected laterally through the field, showing directed Marangoni-driven transport. A single frame only shows a blur or local droplet-like patch; the named concept requires observing directional interfacial flow over time."
vdcr_000069,physics_physical_systems,physics_family_01,vdcr_concept_0007,Taylor-Couette Vortices,泰勒-库埃特涡,自然动态机制,strict_main_candidate,3.334,media/vdcr_segments_pilot_v1/vdcr_commons_mr19_000005_seg_000000_003333_crop_clean.webm,"New cropped clean derivative removes the surrounding formula and parameter panels and preserves the annular helical vortex structure changing in a rotating-cylinder Taylor-Couette system. A single frame shows a colored cylinder-like pattern, but the named concept requires the temporal vortex-pattern dynamics rather than generic simulation imagery."
vdcr_000072,physics_physical_systems,physics_family_01,vdcr_concept_0001,Magnus Effect,马格努斯效应,自然动态机制,strict_main_candidate,10.1,media/vdcr_commons_manual_round20_v1/vdcr_commons_mr20_000001.gif,New Commons GIF shows a rotating disk-like body interacting with surrounding flow/particle texture and following a laterally deflected path while vortical wake structures form. A single frame only shows a colored disk and flow texture; the named concept requires observing the rotation-coupled trajectory/flow deflection over time.
vdcr_000076,physics_physical_systems,physics_family_08,vdcr_concept_0058,Thermocapillary Convection,热毛细对流,自然动态机制,strict_main_candidate,88.6,media/vdcr_segments_pilot_v1/vdcr_commons_mr21_000001_crop_clean.mp4,"New cropped clean derivative removes the visible condition text and strips source metadata, leaving the infrared sequence of an evaporating triangular sessile drop whose internal bright/dark flow pattern develops, reorganizes, and breaks into cellular structures. A single frame shows only an intermediate thermal texture; the named concept requires observing the thermocapillary instability/convection pattern emerge and evolve over time."
vdcr_000080,physics_physical_systems,physics_family_03,vdcr_concept_0019,Faraday Waves,法拉第波,自然动态机制,core_main,39.44,media/vdcr_segments_pilot_v1/vdcr_commons_mr22_000001_metadata_clean.mp4,"New metadata-stripped no-audio Commons derivative shows a driven liquid surface in a singing bowl repeatedly transitioning from a flat surface to standing wave-like ripples under vibration. A single frame can show a bowl or a textured surface, but the named concept requires observing vibration-driven surface wave emergence and oscillatory patterning."
vdcr_000084,physics_physical_systems,physics_family_04,vdcr_concept_0026,Euler's Disk Motion,欧拉圆盘运动,自然动态机制,strict_main_candidate,98.599,media/vdcr_segments_pilot_v1/vdcr_commons_mr24_000001_crop_clean.mp4,"New cropped no-audio metadata-stripped derivative removes the visible rim label from the raw Commons video and shows a disk rolling, precessing, wobbling faster, and collapsing into a final flat state. A single frame can show only a tilted disk on a mirror; the named concept requires observing the coupled rolling-precession-wobble sequence over time."
vdcr_000088,physics_physical_systems,physics_family_08,vdcr_concept_0055,Rayleigh-Benard Convection,瑞利-贝纳德对流,自然动态机制,core_main,26.967,media/vdcr_segments_pilot_v1/vdcr_commons_mr27_000002_metadata_clean.mp4,"New no-audio metadata-stripped derivative shows a heated fluid layer developing and reorganizing honeycomb-like Benard convection cells over time. A single frame can show only a fluid texture or cell pattern, but the named concept requires observing the convection-cell dynamics and aligning it to Rayleigh-Benard Convection."
vdcr_000092,physics_physical_systems,physics_family_01,vdcr_concept_0006,Saffman-Taylor Viscous Fingering,萨夫曼-泰勒黏性指进,自然动态机制,strict_main_candidate,8.0,media/vdcr_segments_pilot_v1/vdcr_commons_mr30_000001_metadata_clean.mp4,"New metadata-stripped derivative shows a viscous-fluid interface forming and advancing as branching finger-like air/liquid intrusions between plates. A single frame can show a branched pattern, but the named concept requires the temporal invasion and fingering sequence, so this passes as Saffman-Taylor Viscous Fingering."
vdcr_000095,physics_physical_systems,physics_family_08,vdcr_concept_0056,Boiling Bubble Nucleation and Departure,沸腾气泡成核与脱离,自然动态机制,strict_main_candidate,13.867,media/vdcr_segments_pilot_v1/vdcr_commons_mr32_000001_metadata_clean.mp4,"NASA/Commons microgravity boiling video shows vapor bubbles nucleating, growing, coalescing and departing over time. The named concept cannot be inferred from one still frame because the evidence is the growth/departure sequence; no answer-bearing text is visible in the cleaned derivative."
vdcr_000098,physics_physical_systems,physics_family_03,vdcr_concept_0021,Coupled Pendulum Synchronization,耦合摆同步,自然动态机制,strict_main_candidate,70.933,media/vdcr_segments_pilot_v1/vdcr_commons_mr34_000001_seg_055000_126041_clean.mp4,"The cleaned Commons segment shows weakly coupled metronomes on a shared movable platform evolving from different phases toward synchronized oscillation. A single frame only shows the apparatus; the named concept requires observing phase convergence over time. Setup hands, audio, and source metadata were removed."
vdcr_000101,physics_physical_systems,physics_family_05,vdcr_concept_0034,Inertia-Capillarity Droplet Rebound,惯性-毛细液滴反弹,自然动态机制,strict_main_candidate,10.0,media/vdcr_segments_pilot_v1/vdcr_commons_mr36_000001_crop_metadata_clean.mp4,"The cleaned clip shows a droplet impacting the liquid-infused surface, deforming into a necked contact shape, retracting under surface tension, and bouncing back upward. A single frame could show only a droplet or an intermediate deformation; the named concept requires the full impact-retraction-liftoff sequence. Source text double-checks the droplet-impact/bouncing context, while the video itself supplies the temporal evidence. Overlay text, audio, and metadata were removed."
vdcr_000105,physics_physical_systems,physics_family_09,vdcr_concept_0248,Stokes Flow Kinematic Reversibility,斯托克斯流运动学可逆性,自然动态机制,strict_main_candidate,88.055,media/vdcr_segments_pilot_v1/vdcr_commons_mr38_000001_crop_metadata_clean.mp4,"Cropped metadata-clean Commons/UNM demonstration shows colored droplets in a low-Reynolds-number laminar apparatus being stretched into apparent mixed bands by forward rotation and then returning close to their initial separated droplet pattern after reverse rotation. A single frame can only show droplets or bands; the target concept requires observing the forward deformation and reverse recovery sequence. The source page double-checks the Re<1 laminar-flow reversal context, but the pass decision relies on visible temporal reversibility in the video. Bottom title/logo, audio, and source metadata were removed."
vdcr_000108,physics_physical_systems,physics_family_05,vdcr_concept_0033,Worthington Jet,沃辛顿射流,自然动态机制,core_main,9.0,media/vdcr_segments_pilot_v1/vdcr_commons_mr42_000001_worthington_jet_clean.mp4,"Cropped metadata-clean slow-motion segment shows an impact into a liquid surface, cavity/splash disturbance, vertical liquid jet rise, top droplet formation, and subsequent relaxation. A single frame could be confused with a generic splash, pouring stream, or static liquid column; the named concept requires observing the post-impact jet emergence and evolution. The source page only double-checks that the video is slow-motion water drops/pellet impact; the pass decision relies on visible impact-to-jet temporal evidence in the cleaned segment. Opening title card, audio risk, and source metadata are excluded."
vdcr_000112,physics_physical_systems,physics_family_02,vdcr_concept_0010,Capillary Rise / Wicking,毛细上升/芯吸,自然动态机制,strict_main_candidate,19.0,media/vdcr_segments_pilot_v1/vdcr_public_mr46_000001_capillary_rise_wicking_crop_clean.mp4,"Center-cropped metadata-clean USGS experiment segment shows water wicking upward through coffee-filter paper and carrying green marker dye as a wetting/color front rises and spreads through the porous sheet over time. A single frame can show a wet filter and green stain, but the target concept requires observing the upward wetting-front progression and dye transport sequence. The raw explainer contains narration, setup text, web-page screenshots, source logos, and an end card; the accepted derivative removes audio, source metadata, bottom logo overlays, and non-experiment sections. The visible USGS letters on the filter are marker dye used in the experiment and do not reveal the answer concept."
vdcr_000114,physics_physical_systems,physics_family_05,vdcr_concept_0035,Droplet Spreading and Retraction,液滴铺展-回缩,自然动态机制,strict_main_candidate,2.8,media/vdcr_segments_pilot_v1/vdcr_public_mr48_000001_droplet_spreading_retraction_clean.mp4,"Short metadata-clean Scientific Reports/Commons segment shows a droplet descending onto a superhydrophobic surface, contacting the surface, spreading laterally into a flattened lamella/film with a rippled edge, and retracting back into a compact central liquid mass. A single frame can show a falling drop or spread puddle, but the named concept requires observing the impact-driven spreading followed by capillary retraction over time. The segment ends before clear liftoff to avoid ambiguity with the already-covered droplet rebound concept. The raw OGV metadata contains article/title/author information, but the accepted derivative strips source metadata and has no audio or in-frame answer text."
