video_id,domain,subdomain,concept_type,gold_answer,accepted_answers,question,mcq_correct_choice,mcq_correct_choice_text,choice_A,choice_B,choice_C,choice_D,qwen35_2b_direct_output,qwen35_2b_direct_exact_correct,qwen35_2b_direct_judge_equivalent,qwen35_2b_direct_judge_label,qwen35_2b_mcq_output_choice,qwen35_2b_mcq_output_text,qwen35_2b_mcq_correct,qwen35_2b_mcq_parse_status,qwen35_4b_direct_output,qwen35_4b_direct_exact_correct,qwen35_4b_direct_judge_equivalent,qwen35_4b_direct_judge_label,qwen35_4b_mcq_output_choice,qwen35_4b_mcq_output_text,qwen35_4b_mcq_correct,qwen35_4b_mcq_parse_status,qwen35_9b_direct_output,qwen35_9b_direct_exact_correct,qwen35_9b_direct_judge_equivalent,qwen35_9b_direct_judge_label,qwen35_9b_mcq_output_choice,qwen35_9b_mcq_output_text,qwen35_9b_mcq_correct,qwen35_9b_mcq_parse_status,qwen3vl_2b_direct_output,qwen3vl_2b_direct_exact_correct,qwen3vl_2b_direct_judge_equivalent,qwen3vl_2b_direct_judge_label,qwen3vl_2b_mcq_output_choice,qwen3vl_2b_mcq_output_text,qwen3vl_2b_mcq_correct,qwen3vl_2b_mcq_parse_status,qwen3vl_4b_direct_output,qwen3vl_4b_direct_exact_correct,qwen3vl_4b_direct_judge_equivalent,qwen3vl_4b_direct_judge_label,qwen3vl_4b_mcq_output_choice,qwen3vl_4b_mcq_output_text,qwen3vl_4b_mcq_correct,qwen3vl_4b_mcq_parse_status,qwen3vl_8b_direct_output,qwen3vl_8b_direct_exact_correct,qwen3vl_8b_direct_judge_equivalent,qwen3vl_8b_direct_judge_label,qwen3vl_8b_mcq_output_choice,qwen3vl_8b_mcq_output_text,qwen3vl_8b_mcq_correct,qwen3vl_8b_mcq_parse_status
vdcr_000034,earth_environmental_systems,earth_family_07,自然动态机制,Dust Storm Front Propagation,Dust Storm Front Propagation; 尘暴锋面推进,Which named dynamic concept is instantiated by the temporally evolving process in this video?,B,Dust Storm Front Propagation,Slab Avalanche Release,Dust Storm Front Propagation,Dune Slip-Face Grain Avalanche,Pahoehoe Lava Roping,沙尘暴,False,False,too_generic,B,Dust Storm Front Propagation,True,ok,dust storm,False,False,too_generic,B,Dust Storm Front Propagation,True,ok,sandstorm,False,False,too_generic,B,Dust Storm Front Propagation,True,ok,Dust Storm,False,False,too_generic,B,Dust Storm Front Propagation,True,ok,Sandstorm,False,False,too_generic,B,Dust Storm Front Propagation,True,ok,沙尘暴,False,False,too_generic,B,Dust Storm Front Propagation,True,ok
vdcr_000035,earth_environmental_systems,earth_family_06,自然动态机制,Buoyancy-Driven Smoke Plume Rise,Buoyancy-Driven Smoke Plume Rise; Convective Smoke Plume Rise; 烟羽对流上升,Which named dynamic concept is instantiated by the temporally evolving process in this video?,B,Buoyancy-Driven Smoke Plume Rise,Fire-Whirl Vortex Formation,Buoyancy-Driven Smoke Plume Rise,Wind-Driven Fire-Front Propagation,Pyrocumulus Development,烟雾,False,False,too_generic,A,Fire-Whirl Vortex Formation,False,ok,smoke,False,False,too_generic,B,Buoyancy-Driven Smoke Plume Rise,True,ok,Wildfire,False,False,too_generic,C,Wind-Driven Fire-Front Propagation,False,ok,Fire,False,False,too_generic,C,Wind-Driven Fire-Front Propagation,False,ok,Fire,False,False,too_generic,C,Wind-Driven Fire-Front Propagation,False,ok,野火,False,False,too_generic,C,Wind-Driven Fire-Front Propagation,False,ok
vdcr_000036,physics_physical_systems,physics_family_04,自然动态机制,Brazil Nut Effect,Brazil Nut Effect; 巴西坚果效应,Which named dynamic concept is instantiated by the temporally evolving process in this video?,B,Brazil Nut Effect,Dzhanibekov Effect / Tennis Racket Theorem,Brazil Nut Effect,Euler's Disk Motion,Gyroscopic Precession,Granola,False,False,wrong,B,Brazil Nut Effect,True,ok,holding,False,False,wrong,B,Brazil Nut Effect,True,ok,holding,False,False,wrong,B,Brazil Nut Effect,True,ok,Food preparation,False,False,too_generic,B,Brazil Nut Effect,True,ok,Object Rotation,False,False,wrong,B,Brazil Nut Effect,True,ok,展示,False,False,too_generic,B,Brazil Nut Effect,True,ok
vdcr_000037,physics_physical_systems,physics_family_02,自然动态机制,Liquid Bridge Pinch-Off,Liquid Bridge Pinch-Off; 液桥颈缩断裂,Which named dynamic concept is instantiated by the temporally evolving process in this video?,D,Liquid Bridge Pinch-Off,Leidenfrost Droplet Motion,Rayleigh-Plateau Breakup,Capillary-Driven Jet/Thread Breakup,Liquid Bridge Pinch-Off,滴落,False,False,too_generic,C,Capillary-Driven Jet/Thread Breakup,False,ok,Gestalt,False,False,wrong,D,Liquid Bridge Pinch-Off,True,ok,Dripping,False,False,wrong,D,Liquid Bridge Pinch-Off,True,ok,Time,False,False,wrong,C,Capillary-Driven Jet/Thread Breakup,False,ok,coalescence,False,False,wrong,C,Capillary-Driven Jet/Thread Breakup,False,ok,滴落,False,False,too_generic,C,Capillary-Driven Jet/Thread Breakup,False,ok
vdcr_000038,chemistry_materials_change,materials_family_06,自然动态机制,Spinodal Decomposition,Spinodal Decomposition; 旋节线分解,Which named dynamic concept is instantiated by the temporally evolving process in this video?,C,Spinodal Decomposition,Freeze-Induced Phase Separation,Ostwald Ripening,Spinodal Decomposition,Thin-Film Dewetting,flow,False,False,too_generic,C,Spinodal Decomposition,True,ok,cellular automaton,False,False,wrong,C,Spinodal Decomposition,True,ok,Phase separation,False,False,too_generic,C,Spinodal Decomposition,True,ok,Colorful Fractal Pattern,False,False,too_generic,A,Freeze-Induced Phase Separation,False,ok,colorful confetti,False,False,wrong,C,Spinodal Decomposition,True,ok,分形,False,False,wrong,C,Spinodal Decomposition,True,ok
vdcr_000039,biology_living_systems,biology_family_01,自然动态机制,Metachronal Wave Locomotion,Metachronal Wave Locomotion; 节律相位波推进,Which named dynamic concept is instantiated by the temporally evolving process in this video?,C,Metachronal Wave Locomotion,Bubble-Net Feeding,Murmuration,Metachronal Wave Locomotion,Medusan Jet Propulsion by Bell Contraction,spiral,False,False,wrong,D,Medusan Jet Propulsion by Bell Contraction,False,ok,spinning,False,False,wrong,C,Metachronal Wave Locomotion,True,ok,Virus,False,False,wrong,D,Medusan Jet Propulsion by Bell Contraction,False,ok,Dynamic Concept,False,False,too_generic,C,Metachronal Wave Locomotion,True,ok,Dynamic Color Change,False,False,wrong,D,Medusan Jet Propulsion by Bell Contraction,False,ok,旋转,False,False,wrong,B,Murmuration,False,ok
vdcr_000040,earth_environmental_systems,earth_family_04,自然动态机制,Pyroclastic Density Current,Pyroclastic Density Current; 火山碎屑密度流,Which named dynamic concept is instantiated by the temporally evolving process in this video?,B,Pyroclastic Density Current,Pahoehoe Lava Roping,Pyroclastic Density Current,Slab Avalanche Release,Aa Lava Front Advance,Volcano,False,False,too_generic,B,Pyroclastic Density Current,True,ok,volcanic eruption,False,False,too_generic,B,Pyroclastic Density Current,True,ok,volcanic eruption,False,False,too_generic,B,Pyroclastic Density Current,True,ok,Volcanic Eruption,False,False,too_generic,B,Pyroclastic Density Current,True,ok,Volcanic Eruption,False,False,too_generic,B,Pyroclastic Density Current,True,ok,火山喷发,False,False,too_generic,B,Pyroclastic Density Current,True,ok
vdcr_000041,earth_environmental_systems,earth_family_02,自然动态机制,Meander Neck Cutoff,Meander Neck Cutoff; 曲流河裁弯取直,Which named dynamic concept is instantiated by the temporally evolving process in this video?,A,Meander Neck Cutoff,Meander Neck Cutoff,Braided Channel Migration,Turbidity Current Propagation,River Avulsion,河流,False,False,too_generic,B,Braided Channel Migration,False,ok,meander,False,False,too_generic,A,Meander Neck Cutoff,True,ok,River meandering,False,False,too_generic,A,Meander Neck Cutoff,True,ok,River erosion,False,False,too_generic,D,River Avulsion,False,ok,River Delta Evolution,False,False,related_but_wrong,A,Meander Neck Cutoff,True,ok,河道变迁,False,False,too_generic,A,Meander Neck Cutoff,True,ok
vdcr_000042,physics_physical_systems,physics_family_01,自然动态机制,Kelvin-Helmholtz Instability,Kelvin-Helmholtz Instability; 开尔文-亥姆霍兹不稳定性,Which named dynamic concept is instantiated by the temporally evolving process in this video?,A,Kelvin-Helmholtz Instability,Kelvin-Helmholtz Instability,Hydraulic Jump,Cavitation Bubble Growth and Collapse,Vortex Shedding / Karman Vortex Street,fluid,False,False,too_generic,A,Kelvin-Helmholtz Instability,True,ok,Ink diffusion,False,False,wrong,C,Cavitation Bubble Growth and Collapse,False,ok,ink spreading,False,False,wrong,A,Kelvin-Helmholtz Instability,True,ok,Wave,False,False,too_generic,A,Kelvin-Helmholtz Instability,True,ok,ink diffusion,False,False,wrong,A,Kelvin-Helmholtz Instability,True,ok,墨水扩散,False,False,wrong,A,Kelvin-Helmholtz Instability,True,ok
vdcr_000043,physics_physical_systems,physics_family_05,自然动态机制,Vortex Ring Formation,Vortex Ring Formation; 涡环形成,Which named dynamic concept is instantiated by the temporally evolving process in this video?,A,Vortex Ring Formation,Vortex Ring Formation,Droplet Spreading and Retraction,Inertia-Capillarity Droplet Rebound,Worthington Jet,surface wetting,False,False,too_generic,C,Inertia-Capillarity Droplet Rebound,False,ok,bubble,False,False,wrong,C,Inertia-Capillarity Droplet Rebound,False,ok,Rolling,False,False,wrong,C,Inertia-Capillarity Droplet Rebound,False,ok,Flow,False,False,too_generic,A,Vortex Ring Formation,True,ok,Capillary action,False,False,wrong,A,Vortex Ring Formation,True,ok,毛细作用,False,False,wrong,C,Inertia-Capillarity Droplet Rebound,False,ok
vdcr_000044,biology_living_systems,biology_family_01,生态行为策略,Bubble-Net Feeding,Bubble-Net Feeding; 泡泡网捕食,Which named dynamic concept is instantiated by the temporally evolving process in this video?,C,Bubble-Net Feeding,Metachronal Wave Locomotion,C-Start Escape Response,Bubble-Net Feeding,Murmuration,动态,False,False,too_generic,D,Murmuration,False,ok,whale watching,False,False,wrong,C,Bubble-Net Feeding,True,ok,bubble ring,False,False,too_generic,C,Bubble-Net Feeding,True,ok,Whale feeding,False,False,too_generic,C,Bubble-Net Feeding,True,ok,Whale breach,False,False,wrong,C,Bubble-Net Feeding,True,ok,鲸鱼喷水表演,False,False,too_generic,C,Bubble-Net Feeding,True,ok
vdcr_000045,chemistry_materials_change,materials_family_02,自然动态机制,Dendritic Crystal Growth,Dendritic Crystal Growth; 树枝状晶体生长,Which named dynamic concept is instantiated by the temporally evolving process in this video?,B,Dendritic Crystal Growth,Crystal Nucleation-and-Growth Dynamics,Dendritic Crystal Growth,Supercooled Liquid Rapid Crystallization,Crystallization Front Propagation,动态,False,False,too_generic,B,Dendritic Crystal Growth,True,ok,butterfly,False,False,wrong,B,Dendritic Crystal Growth,True,ok,Wave interference,False,False,wrong,B,Dendritic Crystal Growth,True,ok,Sound,False,False,wrong,B,Dendritic Crystal Growth,True,ok,Waveform,False,False,wrong,B,Dendritic Crystal Growth,True,ok,震颤,False,False,wrong,B,Dendritic Crystal Growth,True,ok
vdcr_000046,chemistry_materials_change,materials_family_06,自然动态机制,Ostwald Ripening,Ostwald Ripening; 奥斯特瓦尔德熟化,Which named dynamic concept is instantiated by the temporally evolving process in this video?,D,Ostwald Ripening,Spinodal Decomposition,Thin-Film Dewetting,Freeze-Induced Phase Separation,Ostwald Ripening,相变,False,False,too_generic,A,Spinodal Decomposition,False,ok,cellular automaton,False,False,wrong,B,Thin-Film Dewetting,False,ok,Foam,False,False,too_generic,D,Ostwald Ripening,True,ok,Bubbles,False,False,too_generic,B,Thin-Film Dewetting,False,ok,coalescence,False,False,related_but_wrong,D,Ostwald Ripening,True,ok,细胞分裂,False,False,wrong,D,Ostwald Ripening,True,ok
vdcr_000047,biology_living_systems,biology_family_05,自然动态机制,Axonal Transport,Axonal Transport; 轴突运输,Which named dynamic concept is instantiated by the temporally evolving process in this video?,B,Axonal Transport,Calcium Wave Propagation,Axonal Transport,Cytoplasmic Streaming,Coordinated Ciliary Beating Dynamics,fireworks,False,False,wrong,A,Calcium Wave Propagation,False,ok,flicker,False,False,wrong,D,Coordinated Ciliary Beating Dynamics,False,ok,Particle Simulation,False,False,wrong,D,Coordinated Ciliary Beating Dynamics,False,ok,Time,False,False,wrong,A,Calcium Wave Propagation,False,ok,Firefly Swarm,False,False,wrong,A,Calcium Wave Propagation,False,ok,粒子系统,False,False,too_generic,A,Calcium Wave Propagation,False,ok
vdcr_000048,biology_living_systems,biology_family_06,自然动态机制,Phagocytosis,Phagocytosis; 吞噬作用,Which named dynamic concept is instantiated by the temporally evolving process in this video?,C,Phagocytosis,Exocytosis,Endocytosis,Phagocytosis,Cytoplasmic Streaming,生物,False,False,too_generic,C,Phagocytosis,True,ok,amoeboid movement,False,False,related_but_wrong,C,Phagocytosis,True,ok,Cell motility,False,False,too_generic,C,Phagocytosis,True,ok,Cellular movement,False,False,too_generic,C,Phagocytosis,True,ok,Cell division,False,False,related_but_wrong,C,Phagocytosis,True,ok,细胞分裂,False,False,wrong,C,Phagocytosis,True,ok
vdcr_000049,earth_environmental_systems,earth_family_03,自然动态机制,Debris-Flow Surge Propagation,Debris-Flow Surge Propagation; 泥石流脉冲推进,Which named dynamic concept is instantiated by the temporally evolving process in this video?,D,Debris-Flow Surge Propagation,Ice Cliff Calving,Slab Avalanche Release,Pahoehoe Lava Roping,Debris-Flow Surge Propagation,坍塌,False,False,wrong,B,Slab Avalanche Release,False,ok,landslide,False,False,too_generic,D,Debris-Flow Surge Propagation,True,ok,landslide,False,False,too_generic,D,Debris-Flow Surge Propagation,True,ok,Destruction,False,False,wrong,B,Slab Avalanche Release,False,ok,landslide,False,False,too_generic,D,Debris-Flow Surge Propagation,True,ok,landslide,False,False,too_generic,D,Debris-Flow Surge Propagation,True,ok
vdcr_000050,earth_environmental_systems,earth_family_08,自然动态机制,Plunging Breaker,Plunging Breaker; 卷破波,Which named dynamic concept is instantiated by the temporally evolving process in this video?,B,Plunging Breaker,Slab Avalanche Release,Plunging Breaker,Rip Current Formation,Tidal Bore,波浪,False,False,too_generic,B,Plunging Breaker,True,ok,flying,False,False,wrong,B,Plunging Breaker,True,ok,Wave,False,False,too_generic,B,Plunging Breaker,True,ok,Wave,False,False,too_generic,A,Slab Avalanche Release,False,ok,wave propagation,False,False,too_generic,B,Plunging Breaker,True,ok,波浪,False,False,too_generic,D,Tidal Bore,False,ok
vdcr_000051,earth_environmental_systems,earth_family_06,自然动态机制,Pyrocumulus Development,Pyrocumulus Development; 火积云发展,Which named dynamic concept is instantiated by the temporally evolving process in this video?,C,Pyrocumulus Development,Buoyancy-Driven Smoke Plume Rise,Fire-Whirl Vortex Formation,Pyrocumulus Development,Wind-Driven Fire-Front Propagation,火山,False,False,wrong,D,Wind-Driven Fire-Front Propagation,False,ok,volcanic eruption,False,False,wrong,C,Pyrocumulus Development,True,ok,Wildfire,False,False,too_generic,D,Wind-Driven Fire-Front Propagation,False,ok,Fire,False,False,too_generic,D,Wind-Driven Fire-Front Propagation,False,ok,Fire,False,False,too_generic,D,Wind-Driven Fire-Front Propagation,False,ok,火山喷发,False,False,wrong,D,Wind-Driven Fire-Front Propagation,False,ok
vdcr_000052,physics_physical_systems,physics_family_01,自然动态机制,Cavitation Bubble Growth and Collapse,Cavitation Bubble Growth and Collapse; 空化泡生长与塌缩,Which named dynamic concept is instantiated by the temporally evolving process in this video?,C,Cavitation Bubble Growth and Collapse,Hydraulic Jump,Kelvin-Helmholtz Instability,Cavitation Bubble Growth and Collapse,Vortex Shedding / Karman Vortex Street,齿轮,False,False,wrong,C,Cavitation Bubble Growth and Collapse,True,ok,fluid friction,False,False,wrong,C,Cavitation Bubble Growth and Collapse,True,ok,齿轮啮合,False,False,too_generic,C,Cavitation Bubble Growth and Collapse,True,ok,Gear Mechanism,False,False,too_generic,C,Cavitation Bubble Growth and Collapse,True,ok,Gears rotating,False,False,wrong,C,Cavitation Bubble Growth and Collapse,True,ok,齿轮传动,False,False,too_generic,C,Cavitation Bubble Growth and Collapse,True,ok
vdcr_000053,chemistry_materials_change,materials_family_03,实验动态图样,Chemical Traffic Light Reaction,Chemical Traffic Light Reaction; 化学交通灯反应,Which named dynamic concept is instantiated by the temporally evolving process in this video?,D,Chemical Traffic Light Reaction,Iodine Clock Reaction,Briggs-Rauscher Reaction,Belousov-Zhabotinsky Reaction,Chemical Traffic Light Reaction,chemical reaction,False,False,too_generic,B,Briggs-Rauscher Reaction,False,ok,color change,False,False,too_generic,C,Belousov-Zhabotinsky Reaction,False,ok,color change,False,False,too_generic,B,Briggs-Rauscher Reaction,False,ok,Chemical reaction,False,False,too_generic,B,Briggs-Rauscher Reaction,False,ok,Color Change,False,False,too_generic,C,Belousov-Zhabotinsky Reaction,False,ok,化学反应,False,False,too_generic,B,Briggs-Rauscher Reaction,False,ok
vdcr_000055,chemistry_materials_change,materials_family_08,自然动态机制,Electrolysis Bubble Nucleation and Detachment,Electrolysis Bubble Nucleation and Detachment; 电解气泡成核与脱离,Which named dynamic concept is instantiated by the temporally evolving process in this video?,B,Electrolysis Bubble Nucleation and Detachment,Metal Displacement Dendrite Growth,Electrolysis Bubble Nucleation and Detachment,Electrodeposition Dendrite Growth,Diffusion Flame,Electrolysis,False,False,too_generic,A,Metal Displacement Dendrite Growth,False,ok,dissolving,False,False,wrong,C,Electrodeposition Dendrite Growth,False,ok,dissolving,False,False,wrong,,,False,invalid,Vanilla extraction,False,False,wrong,B,Electrolysis Bubble Nucleation and Detachment,True,ok,Electrolysis,False,False,too_generic,C,Electrodeposition Dendrite Growth,False,ok,溶解,False,False,wrong,B,Electrolysis Bubble Nucleation and Detachment,True,ok
vdcr_000056,biology_living_systems,biology_family_05,自然动态机制,Coordinated Ciliary Beating Dynamics,Coordinated Ciliary Beating Dynamics; Ciliary Beating; 纤毛节律摆动,Which named dynamic concept is instantiated by the temporally evolving process in this video?,B,Coordinated Ciliary Beating Dynamics,Cytoplasmic Streaming,Coordinated Ciliary Beating Dynamics,Calcium Wave Propagation,Axonal Transport,细胞膜,False,False,wrong,B,Coordinated Ciliary Beating Dynamics,True,ok,erosion,False,False,wrong,B,Coordinated Ciliary Beating Dynamics,True,ok,Cloud,False,False,wrong,B,Coordinated Ciliary Beating Dynamics,True,ok,Cloud formation,False,False,wrong,A,Cytoplasmic Streaming,False,ok,wave propagation,False,False,too_generic,B,Coordinated Ciliary Beating Dynamics,True,ok,云层移动,False,False,wrong,B,Coordinated Ciliary Beating Dynamics,True,ok
vdcr_000057,physics_physical_systems,physics_family_04,自然动态机制,Gyroscopic Precession,Gyroscopic Precession; 陀螺进动,Which named dynamic concept is instantiated by the temporally evolving process in this video?,A,Gyroscopic Precession,Gyroscopic Precession,Euler's Disk Motion,Brazil Nut Effect,Dzhanibekov Effect / Tennis Racket Theorem,Orbital,False,False,wrong,B,Euler's Disk Motion,False,ok,precession,False,False,too_generic,D,Dzhanibekov Effect / Tennis Racket Theorem,False,ok,Precession,False,False,too_generic,B,Euler's Disk Motion,False,ok,Torus,False,False,wrong,D,Dzhanibekov Effect / Tennis Racket Theorem,False,ok,gyroscopic precession,True,True,equivalent,D,Dzhanibekov Effect / Tennis Racket Theorem,False,ok,角动量守恒,False,False,related_but_wrong,B,Euler's Disk Motion,False,ok
vdcr_000058,earth_environmental_systems,earth_family_02,自然动态机制,Turbidity Current Propagation,Turbidity Current Propagation; 浊流推进,Which named dynamic concept is instantiated by the temporally evolving process in this video?,B,Turbidity Current Propagation,River Avulsion,Turbidity Current Propagation,Meander Neck Cutoff,Braided Channel Migration,flow,False,False,too_generic,B,Turbidity Current Propagation,True,ok,convection,False,False,too_generic,B,Turbidity Current Propagation,True,ok,fluid flow,False,False,too_generic,,,False,invalid,Heat transfer,False,False,wrong,B,Turbidity Current Propagation,True,ok,Convection,False,False,wrong,B,Turbidity Current Propagation,True,ok,电弧焊接,False,False,wrong,C,Meander Neck Cutoff,False,ok
vdcr_000059,biology_living_systems,biology_family_04,自然动态机制,Nyctinasty,Nyctinasty; 昼夜感性运动,Which named dynamic concept is instantiated by the temporally evolving process in this video?,A,Nyctinasty,Nyctinasty,Phototropism,Bistable Snap-Trap Closure,Thigmonasty,flower,False,False,too_generic,A,Nyctinasty,True,ok,blossom,False,False,too_generic,A,Nyctinasty,True,ok,flower blooming,False,False,too_generic,A,Nyctinasty,True,ok,Flower blooming,False,False,too_generic,A,Nyctinasty,True,ok,Flower Opening,False,False,too_generic,A,Nyctinasty,True,ok,开花,False,False,too_generic,A,Nyctinasty,True,ok
vdcr_000060,chemistry_materials_change,materials_family_07,自然动态机制,Reactive Flame-Front Propagation,Reactive Flame-Front Propagation; Flame Front Propagation; 火焰前沿传播,Which named dynamic concept is instantiated by the temporally evolving process in this video?,D,Reactive Flame-Front Propagation,Shear Thickening,Diffusion Flame,Flame Blowoff,Reactive Flame-Front Propagation,火,False,False,too_generic,D,Reactive Flame-Front Propagation,True,ok,ignition,False,False,too_generic,D,Reactive Flame-Front Propagation,True,ok,lighting a fire,False,False,too_generic,D,Reactive Flame-Front Propagation,True,ok,Fire,False,False,too_generic,D,Reactive Flame-Front Propagation,True,ok,Ignition,False,False,too_generic,D,Reactive Flame-Front Propagation,True,ok,燃烧,False,False,too_generic,D,Reactive Flame-Front Propagation,True,ok
vdcr_000061,chemistry_materials_change,materials_family_08,实验动态图样,Metal Displacement Dendrite Growth,Metal Displacement Dendrite Growth; 金属置换枝晶生长,Which named dynamic concept is instantiated by the temporally evolving process in this video?,B,Metal Displacement Dendrite Growth,Briggs-Rauscher Reaction,Metal Displacement Dendrite Growth,Electrolysis Bubble Nucleation and Detachment,Electrodeposition Dendrite Growth,雪花,False,False,wrong,B,Metal Displacement Dendrite Growth,True,ok,snowfall,False,False,wrong,D,Electrodeposition Dendrite Growth,False,ok,Frost,False,False,wrong,D,Electrodeposition Dendrite Growth,False,ok,Frost Formation,False,False,wrong,B,Metal Displacement Dendrite Growth,True,ok,Crystal Growth,False,False,too_generic,D,Electrodeposition Dendrite Growth,False,ok,冰晶生长,False,False,wrong,D,Electrodeposition Dendrite Growth,False,ok
vdcr_000062,biology_living_systems,biology_family_04,自然动态机制,Gravitropism,Gravitropism; 向重性,Which named dynamic concept is instantiated by the temporally evolving process in this video?,D,Gravitropism,Phototropism,Thigmonasty,Bistable Snap-Trap Closure,Gravitropism,细胞分化,False,False,wrong,C,Bistable Snap-Trap Closure,False,ok,diffusion,False,False,wrong,C,Bistable Snap-Trap Closure,False,ok,Subduction,False,False,wrong,D,Gravitropism,True,ok,Convection,False,False,wrong,C,Bistable Snap-Trap Closure,False,ok,Convection,False,False,wrong,D,Gravitropism,True,ok,湍流,False,False,wrong,D,Gravitropism,True,ok
vdcr_000063,earth_environmental_systems,earth_family_01,自然动态机制,Tornadogenesis,Tornadogenesis; 龙卷生成,Which named dynamic concept is instantiated by the temporally evolving process in this video?,C,Tornadogenesis,Supercell Mesocyclone Rotation,Downburst / Microburst Outflow,Tornadogenesis,Gust Front Propagation,龙卷风,False,False,too_generic,A,Supercell Mesocyclone Rotation,False,ok,tornado,False,False,too_generic,C,Tornadogenesis,True,ok,龙卷风,False,False,too_generic,C,Tornadogenesis,True,ok,Tornado,False,False,too_generic,C,Tornadogenesis,True,ok,Tornado,False,False,too_generic,C,Tornadogenesis,True,ok,龙卷风,False,False,too_generic,C,Tornadogenesis,True,ok
vdcr_000064,physics_physical_systems,physics_family_02,自然动态机制,Rayleigh-Plateau Breakup,Rayleigh-Plateau Breakup; 瑞利-普拉托断裂,Which named dynamic concept is instantiated by the temporally evolving process in this video?,C,Rayleigh-Plateau Breakup,Liquid Bridge Pinch-Off,Capillary-Driven Jet/Thread Breakup,Rayleigh-Plateau Breakup,Leidenfrost Droplet Motion,水滴,False,False,too_generic,C,Rayleigh-Plateau Breakup,True,ok,dripping,False,False,too_generic,C,Rayleigh-Plateau Breakup,True,ok,water dripping,False,False,too_generic,C,Rayleigh-Plateau Breakup,True,ok,Water dripping,False,False,too_generic,A,Liquid Bridge Pinch-Off,False,ok,Leakage,False,False,wrong,A,Liquid Bridge Pinch-Off,False,ok,滴落,False,False,too_generic,C,Rayleigh-Plateau Breakup,True,ok
vdcr_000065,physics_physical_systems,physics_family_02,自然动态机制,Marangoni-Driven Flow,Marangoni-Driven Flow; 马兰戈尼驱动流,Which named dynamic concept is instantiated by the temporally evolving process in this video?,A,Marangoni-Driven Flow,Marangoni-Driven Flow,Leidenfrost Droplet Motion,Liquid Bridge Pinch-Off,Capillary-Driven Jet/Thread Breakup,motion,False,False,too_generic,D,Capillary-Driven Jet/Thread Breakup,False,ok,tearing,False,False,wrong,D,Capillary-Driven Jet/Thread Breakup,False,ok,diffusion,False,False,wrong,D,Capillary-Driven Jet/Thread Breakup,False,ok,motion,False,False,too_generic,D,Capillary-Driven Jet/Thread Breakup,False,ok,Dissipation,False,False,wrong,D,Capillary-Driven Jet/Thread Breakup,False,ok,扩散,False,False,wrong,D,Capillary-Driven Jet/Thread Breakup,False,ok
vdcr_000066,chemistry_materials_change,materials_family_01,自然动态机制,Weissenberg Rod-Climbing Effect,Weissenberg Rod-Climbing Effect; 魏森贝格爬杆效应,Which named dynamic concept is instantiated by the temporally evolving process in this video?,A,Weissenberg Rod-Climbing Effect,Weissenberg Rod-Climbing Effect,Diffusion Flame,Thin-Film Dewetting,Shear Thickening,viscoelasticity,False,False,too_generic,A,Weissenberg Rod-Climbing Effect,True,ok,viscosity,False,False,too_generic,A,Weissenberg Rod-Climbing Effect,True,ok,viscosity,False,False,too_generic,A,Weissenberg Rod-Climbing Effect,True,ok,viscoelasticity,False,False,too_generic,C,Thin-Film Dewetting,False,ok,viscosity,False,False,too_generic,A,Weissenberg Rod-Climbing Effect,True,ok,表面张力,False,False,too_generic,A,Weissenberg Rod-Climbing Effect,True,ok
vdcr_000067,biology_living_systems,biology_family_09,自然动态机制,Plasmolysis and Deplasmolysis,Plasmolysis and Deplasmolysis; 质壁分离与复原,Which named dynamic concept is instantiated by the temporally evolving process in this video?,A,Plasmolysis and Deplasmolysis,Plasmolysis and Deplasmolysis,Root Hair Tip Growth,Endocytosis,Pollen Tube Chemotropic Growth,细胞分裂,False,False,wrong,A,Plasmolysis and Deplasmolysis,True,ok,cell division,False,False,wrong,A,Plasmolysis and Deplasmolysis,True,ok,Osmosis,False,False,wrong,A,Plasmolysis and Deplasmolysis,True,ok,Cell division,False,False,wrong,A,Plasmolysis and Deplasmolysis,True,ok,Cell division,False,False,wrong,A,Plasmolysis and Deplasmolysis,True,ok,细胞质流动,False,False,wrong,A,Plasmolysis and Deplasmolysis,True,ok
vdcr_000068,earth_environmental_systems,earth_family_02,自然动态机制,River Avulsion,River Avulsion; 河流决口改道,Which named dynamic concept is instantiated by the temporally evolving process in this video?,C,River Avulsion,Meander Neck Cutoff,Braided Channel Migration,River Avulsion,Turbidity Current Propagation,河流,False,False,too_generic,B,Braided Channel Migration,False,ok,landslide,False,False,wrong,B,Braided Channel Migration,False,ok,erosion,False,False,too_generic,B,Braided Channel Migration,False,ok,River,False,False,too_generic,B,Braided Channel Migration,False,ok,River erosion,False,False,too_generic,D,Turbidity Current Propagation,False,ok,Erosion,False,False,too_generic,B,Braided Channel Migration,False,ok
